	MCL1.DG	MCL1.DH	MCL1.DI	MCL1.DJ	MCL1.DK	MCL1.DL	MCL1.LA	MCL1.LB	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF
77767	26	19	25	20	5	17	8	27	8	9	11	11
96993	549	531	423	409	649	698	829	510	569	692	479	338
94045	13	20	11	13	15	9	9	13	18	23	8	22
64950	74	89	192	82	112	126	52	77	104	108	47	82
55256	2425	2739	1295	1973	3064	2575	2613	2407	3398	3649	2537	2473
52561	35	38	33	30	58	59	41	50	24	34	22	47
69361	56	67	62	75	56	78	59	23	50	37	77	59
62875	1428	1734	2286	1572	1610	1413	887	1176	909	796	1552	886
94079	32	98	66	46	77	64	66	83	45	47	50	37
86456	57	73	57	48	81	45	142	70	54	65	63	53
89263	223	279	273	207	364	103	285	173	236	206	243	201
44765	2897	1309	1265	1359	1671	1550	1260	803	885	2183	2205	1490
68232	0	3	1	2	1	1	1	2	2	3	4	0
51532	34	31	30	54	48	21	37	26	39	12	19	33
95351	13	18	20	19	21	10	25	15	11	34	27	6
89026	18	19	19	12	10	21	5	17	17	14	17	12
61558	30	28	32	30	21	20	37	20	18	23	32	27
46538	36	29	28	18	39	37	19	34	20	43	37	41
55209	204	179	144	218	191	362	322	231	393	337	156	228
35636	26	28	30	18	36	32	33	46	40	23	28	25
31027	186	269	182	104	184	207	175	50	234	143	200	248
82104	396	376	284	333	460	266	320	384	421	281	369	170
62739	32	38	41	34	28	32	26	36	23	65	30	21
78547	136	166	109	101	371	286	269	196	199	330	229	160
74509	5107	7797	3719	4155	4879	2948	8454	10296	7888	12797	8369	13440
84402	360	280	307	386	366	246	273	221	402	487	321	209
69233	31	50	48	56	47	55	52	43	46	65	25	40
75239	78	194	211	135	97	220	60	114	238	139	150	94
76702	19	26	25	63	19	25	40	33	24	16	25	26
49295	251	354	253	307	260	219	233	232	345	226	222	166
88696	813	1614	1216	1627	855	957	747	951	728	1076	1068	646
86863	19	16	15	23	36	27	47	13	26	32	34	14
15066	90	167	52	73	126	43	50	60	85	74	100	122
44625	1308	2267	1240	2230	617	1214	3132	4816	2857	4227	1914	1548
28606	64	88	48	98	75	50	70	29	93	45	39	33
74593	179	247	213	186	242	275	304	203	254	316	189	157
95078	18	33	15	13	34	28	12	6	19	12	24	12
87461	19	35	29	25	33	30	28	26	12	36	32	18
83388	23	33	66	52	21	53	69	49	70	38	51	56
51707	16493	15938	10056	7767	11116	13276	17777	11419	9164	13883	12947	10572
70266	69	71	88	75	58	60	83	84	43	34	64	61
56593	50	89	48	46	67	35	75	64	54	35	40	65
83121	54	58	57	36	54	35	55	38	77	78	32	57
21517	101	54	146	77	89	154	86	90	104	185	130	141
22620	678	585	693	631	670	735	885	805	454	699	489	1359
66379	173	298	188	236	341	326	191	191	296	206	188	256
100151	9295	13721	6063	14330	6260	9302	12484	11847	13287	8268	10845	3990
31696	236	168	185	263	176	444	195	197	242	279	270	258
100281	2062	2950	1679	4116	2700	4133	2799	4208	1933	3163	2005	3222
59455	186	300	228	245	445	355	326	303	276	274	421	251
12680	453	436	461	256	658	309	501	768	543	444	396	527
66718	9	9	5	9	12	5	6	13	14	10	7	10
89985	97	90	133	108	121	80	150	173	207	192	171	214
37033	225	143	106	185	123	116	175	93	166	147	95	81
82071	81	81	76	88	105	68	76	141	115	107	82	87
14144	1	0	9	1	2	4	0	2	5	1	2	1
21852	1146	827	484	512	693	992	662	791	1013	669	1941	1308
94708	92	65	115	38	41	136	68	70	161	46	51	22
67809	86	61	114	31	46	57	82	73	58	42	98	72
52313	94	104	72	60	88	58	461	120	162	130	130	190
65336	130	87	110	110	61	99	111	157	68	71	100	63
11556	282	264	262	489	424	411	340	473	246	286	208	340
43471	12	14	5	19	14	9	16	16	13	7	17	17
49188	29	36	23	6	40	19	32	9	22	6	20	14
35457	182	236	282	177	201	283	731	702	661	411	250	443
89085	215	159	150	191	194	314	74	133	181	171	226	149
60702	84	74	97	72	49	85	95	135	87	104	79	50
84720	51	13	104	84	34	46	41	46	31	48	48	60
92637	36	22	8	20	26	29	27	33	18	18	35	25
17925	180	165	127	140	109	161	361	232	164	207	216	245
17059	1313	1193	1864	2489	2166	1757	2119	1545	1599	1576	2088	1161
15497	14	16	13	37	8	25	31	9	20	25	20	18
63964	1903	3296	3811	2618	2070	1871	5151	2136	2736	3285	4251	2878
34431	755	682	542	1133	1106	758	1035	718	761	745	1163	882
72414	53	110	73	93	54	67	40	64	74	50	60	66
22573	706	608	1099	746	1156	901	708	906	933	717	962	1117
88370	2	12	7	11	7	5	8	7	12	15	11	8
95641	4	4	3	3	9	1	8	1	8	5	3	6
30479	14	5	15	2	12	6	27	14	11	33	25	18
38990	52	67	114	64	35	76	68	91	76	70	52	58
16221	150	93	79	52	136	97	79	127	44	94	104	106
40446	65	51	57	46	67	47	62	51	66	46	62	63
18466	214	150	138	171	193	233	424	371	285	330	313	402
74182	3	1	0	2	3	4	2	1	2	2	1	4
95699	396	472	358	279	366	253	299	315	341	867	372	398
64339	0	4	10	10	9	7	14	5	5	4	11	15
55551	28	29	43	29	45	47	29	19	57	61	31	53
54173	25	83	54	62	40	167	68	53	82	102	81	77
95135	11	23	16	15	13	12	28	8	15	27	27	16
14772	12	11	14	9	10	10	9	19	23	15	9	19
67249	33	33	9	15	21	12	19	18	32	17	26	8
95016	74	175	119	109	76	199	113	147	229	153	181	98
95311	597	485	384	555	784	588	583	290	442	234	470	502
70971	600	429	225	402	297	591	693	317	876	366	538	276
59461	21	19	23	6	20	21	37	9	14	32	28	22
80535	16	26	23	17	42	34	25	31	18	8	53	27
17037	11	25	9	25	35	28	24	17	21	45	37	28
30148	405	457	408	414	215	273	422	479	695	509	356	253
62221	5	1	1	2	4	3	2	3	1	6	2	1
12658	2277	2988	2440	2928	1715	2331	1440	3668	2008	1906	1322	2038
85564	116	59	137	59	77	37	61	72	49	33	83	76
57638	31	21	38	28	21	39	48	37	74	70	33	44
15985	230	231	269	680	323	342	269	279	285	340	242	338
84547	1068	1017	701	1505	1224	766	1328	1166	1294	1454	1290	1600
75006	374	227	314	224	182	255	412	155	335	239	457	420
43428	1127	1039	1828	1554	1010	1708	1306	1111	1621	1360	1824	1282
23852	230	125	231	182	235	253	172	217	145	179	177	281
43013	1974	610	2119	2000	1517	845	1909	873	2452	2106	1474	2323
65443	1840	1185	2405	1630	2687	2753	2439	2647	1090	939	1878	1960
73739	134	61	87	215	79	162	82	130	189	111	152	129
66170	2399	3485	2147	1444	3371	1619	6265	8570	7394	4290	4817	5761
82768	286	181	309	210	190	198	292	255	185	346	134	82
67457	261	100	156	271	192	232	450	364	461	247	288	333
95916	23	36	26	23	32	22	10	25	33	33	15	23
49268	65	67	113	84	118	50	82	115	57	90	67	120
67174	438	650	584	904	525	1024	625	595	1075	929	661	587
86712	6	9	22	9	7	10	12	11	16	8	20	13
36549	854	522	518	472	796	381	488	671	432	705	587	521
88063	341	199	241	433	350	277	286	295	317	198	317	265
63324	496	167	238	281	356	194	149	217	233	130	255	312
79269	3	2	4	6	1	5	1	0	3	2	2	0
56365	153	64	99	106	159	58	93	139	153	97	153	154
81325	865	439	228	456	442	445	1308	1033	1163	807	1100	946
12256	35	47	23	40	16	35	63	24	66	29	17	21
42153	153	187	257	182	207	145	71	267	123	203	195	109
84785	2	0	0	4	2	1	1	0	0	2	1	0
85237	660	578	621	723	766	296	658	1145	659	643	977	1111
55588	64	27	44	35	46	31	50	40	49	35	53	21
18180	818	1329	590	620	468	826	530	1084	585	592	988	1120
27700	7	4	5	8	5	0	3	1	3	6	7	2
44448	596	984	715	715	502	655	643	335	545	689	1047	656
64278	97	156	45	50	114	70	105	63	75	66	89	88
89904	1009	1022	362	927	1036	764	795	749	1484	638	484	937
69649	16	26	26	23	26	17	15	24	27	23	41	31
40437	50	55	44	56	35	23	71	43	15	46	24	58
100997	16673	11047	9681	10736	15813	15568	9911	15398	5619	21473	16368	16994
13710	32	10	41	33	30	11	40	35	24	14	22	29
21905	29	16	36	36	37	15	48	14	75	35	26	49
50773	105	74	86	74	129	92	48	39	97	89	119	102
37951	19	17	16	18	15	20	16	16	33	22	16	14
60934	2705	2507	2114	863	850	1765	1483	2779	1951	2716	2183	1369
28104	2361	5494	3800	3927	5672	4030	3593	5200	2979	6473	6834	5830
91022	42	37	44	35	64	42	34	29	46	30	29	56
43692	7	6	0	5	5	3	3	6	2	6	1	7
78968	852	1944	1168	1561	927	3185	1706	1858	1749	1138	1281	1977
55480	1828	1225	1135	929	3745	1762	1276	1910	1126	1060	1985	1326
70975	567	490	735	1028	976	1129	757	1051	397	967	789	908
68109	2030	3059	1967	2685	1900	1900	2336	942	2565	2095	1997	910
23987	17	20	30	23	41	29	22	22	44	19	37	37
46116	78	134	126	106	74	122	81	143	86	84	110	94
93260	2	5	7	2	10	10	9	12	11	11	27	8
90375	7	9	5	5	13	10	10	6	7	7	13	19
59579	1090	911	869	782	1297	734	1226	2529	1190	1384	2010	1346
82351	33	64	19	28	39	26	43	36	54	37	30	61
79139	12780	8687	19230	14580	24902	21852	20222	8667	12718	18628	29375	19119
99445	134	145	228	225	127	95	175	126	135	220	213	317
51906	43	54	25	41	39	22	24	53	19	40	32	47
91450	559	1070	963	1032	527	752	912	380	773	874	590	899
100224	5915	4893	5652	4117	5718	3684	9710	11515	8313	8832	14756	14337
57270	483	295	302	441	412	461	290	421	525	542	492	431
13422	10	7	21	13	13	11	11	14	8	21	15	23
20930	189	373	241	239	373	279	329	308	340	504	326	371
19476	1081	3961	1707	2814	1754	2635	1624	3301	2600	1501	2964	1776
55367	58	70	69	48	67	56	60	81	31	42	41	65
23436	30	45	33	33	21	40	22	29	33	20	43	25
51058	1544	1278	1357	944	2121	877	1270	832	955	1217	1423	1228
97689	193	257	163	80	150	166	213	115	192	213	154	203
76066	10	27	17	14	30	31	7	15	22	13	20	16
51829	56	35	80	41	33	49	122	53	49	31	42	51
60495	31	37	25	31	29	31	38	25	22	36	26	34
26121	236	175	285	434	297	229	143	300	324	290	233	245
19897	320	177	134	163	292	262	219	155	189	140	145	300
85801	1737	2134	2354	1154	1860	1960	1728	1567	2494	1236	1407	1376
92305	944	794	775	517	451	412	714	297	424	649	907	420
27061	11	6	6	9	7	13	7	9	8	5	3	8
79874	417	371	424	288	503	315	414	276	321	286	108	398
45038	1532	1144	1508	729	1075	732	719	992	1356	693	587	953
40322	352	404	706	537	346	193	457	321	262	395	252	495
67914	1069	1106	1608	1064	1305	1774	911	1826	1192	916	958	1391
20813	45	62	39	62	73	55	60	64	44	39	60	36
58946	21	30	22	31	13	12	35	40	51	14	27	36
66688	1087	1243	871	813	1066	1022	749	948	2074	1254	1076	910
55174	32	26	10	31	29	20	29	6	13	10	13	29
49069	4	2	4	2	1	0	8	2	2	3	4	0
57490	860	1998	482	1210	1582	911	1230	1653	1443	861	1558	2274
17248	26	21	38	38	57	30	49	26	25	55	21	45
64593	96	77	107	35	93	79	227	199	220	204	166	139
63547	11	12	3	9	5	11	13	5	5	10	4	11
28878	8	14	3	24	4	13	14	7	9	23	7	10
98601	15	20	21	18	19	24	36	13	18	6	13	20
39123	59	36	58	99	74	92	40	42	84	109	86	83
30460	435	299	449	294	312	233	230	200	587	293	246	250
84605	1	3	0	0	1	1	1	0	2	2	0	1
75785	1128	907	551	608	473	669	968	750	859	746	1104	746
88224	14	21	14	19	9	21	13	5	11	19	4	9
20131	21	15	4	12	9	11	13	14	24	11	29	11
71412	310	567	687	475	447	815	507	759	442	615	791	640
56857	40	112	150	143	73	160	92	70	116	146	136	175
98561	9	6	8	4	4	3	5	7	7	3	6	14
44778	12038	11079	5948	8944	8115	5362	2714	7283	7266	4834	4291	7086
57509	10	21	48	48	34	29	58	22	27	26	17	27
44734	188	205	264	251	245	325	319	247	294	259	257	108
81085	333	170	220	162	234	227	256	320	172	215	176	324
56218	1793	3169	1408	3799	1753	2119	2789	2373	2118	1972	3432	1554
74844	89	86	55	66	88	30	47	70	46	75	42	51
13513	1673	989	1630	1122	1722	1388	1267	926	1046	994	1680	1768
15434	46	41	42	60	38	27	51	47	36	31	46	20
97077	1030	1909	2152	1439	1318	1405	1432	1276	2271	1778	1956	1560
70302	35	40	47	34	18	25	20	35	50	35	42	31
94930	69	146	54	48	91	65	71	98	104	76	89	91
35430	6366	12128	10749	4855	5693	5049	4838	9717	9244	6372	5683	6373
52165	450	326	286	430	387	322	913	587	333	704	1046	530
75680	175	218	198	196	52	194	239	244	140	283	233	186
59913	19040	8799	17334	9266	7837	7398	8833	13612	28214	16243	22604	7543
50044	329	510	313	368	723	439	742	267	298	599	294	330
83985	41	16	46	34	43	25	27	33	31	25	29	25
15121	708	876	635	472	556	846	843	1130	818	716	698	541
49443	10	17	16	6	14	9	15	11	8	28	9	17
69033	1272	1368	721	1500	932	1137	1521	1144	1005	1676	1297	853
57019	1374	1140	1638	771	2042	1939	1104	836	1972	1354	3130	1759
78250	49	67	31	34	62	44	79	46	81	72	63	50
94224	50	70	27	35	58	51	52	21	39	44	43	50
98453	203	155	228	166	353	273	224	259	286	199	121	196
80653	107	222	204	214	169	116	80	204	137	129	204	139
44681	25	21	28	14	8	22	18	21	26	13	18	25
52376	504	326	687	609	630	379	855	985	1192	991	748	918
94967	10	2	2	2	3	3	1	3	2	2	2	6
41902	56	115	63	60	98	61	43	58	56	85	105	114
18708	48	85	97	61	48	89	82	114	120	48	83	54
70362	113	82	107	95	89	58	121	78	60	143	119	40
76547	252	304	227	241	216	243	241	544	234	247	270	170
61845	22	11	18	18	25	26	21	33	22	40	19	31
56936	740	334	719	136	458	466	540	1282	918	678	996	1440
65000	46	85	60	38	82	98	124	150	92	105	160	101
90734	80	33	51	22	49	70	37	37	35	27	51	42
21700	24	17	16	4	6	7	9	10	20	8	13	15
86822	15	18	18	12	15	20	4	8	24	19	19	12
26291	269	394	352	456	205	364	359	563	404	285	190	291
52131	20	27	21	23	23	8	52	50	59	39	68	36
81936	99	247	81	135	84	232	197	142	172	99	164	111
32321	1784	2116	1153	860	1451	1208	1386	1505	1257	995	1551	879
49456	1405	1153	1093	2294	1829	2372	1958	3350	3003	1185	1941	1411
48774	2701	5346	3576	3621	4172	3202	2624	2867	4547	4006	3092	3445
78023	42	83	91	54	77	107	120	161	133	194	206	121
17071	21	19	6	12	21	22	21	11	17	16	21	12
81533	1005	1229	1277	883	1702	1373	2873	3795	3615	3910	2119	2396
83256	205	255	144	397	407	292	296	251	125	302	370	327
24140	993	1720	3034	2315	1200	1042	1299	1281	1208	1238	1976	888
32469	75	227	89	122	97	196	146	187	196	163	207	82
59552	1046	1497	1417	1797	1538	1413	2013	1227	1485	1164	2029	2173
44068	807	478	1149	436	924	1030	1087	681	426	399	573	562
78481	624	519	610	813	408	674	1209	1269	1192	1546	1697	1316
85749	286	378	387	469	437	582	282	354	327	563	423	209
25566	541	489	487	401	298	309	553	845	621	374	628	788
47368	222	273	232	323	219	278	313	187	232	394	323	286
78475	159	312	137	207	280	324	238	434	281	195	353	349
71537	984	525	1281	1093	1059	1059	1207	1276	1264	1168	1785	909
21847	69	38	70	31	78	30	97	67	216	83	98	86
80075	4746	5595	4920	4083	3719	4016	4860	4464	7254	4948	3585	2985
48178	211	138	142	86	147	71	75	151	90	62	98	120
55645	813	1749	1095	1978	1070	998	612	1257	2467	1149	1136	894
45447	92	179	134	113	107	122	163	114	103	52	129	132
62957	68	149	104	88	85	132	102	64	67	62	58	70
97546	5511	6959	6259	8478	9411	1887	6189	9489	12220	5091	6095	9218
23649	82	72	100	108	63	118	67	68	108	78	91	104
36899	13	16	14	11	13	18	8	22	4	7	17	14
60081	27	57	25	46	27	44	64	25	37	37	53	39
26040	92	58	63	65	116	90	120	81	100	117	177	87
41852	11370	7045	11747	13213	10284	16436	11743	9529	6426	6970	12303	5962
22334	268	238	242	424	137	272	222	184	161	262	229	168
37987	1009	947	1081	1080	593	737	1684	1187	1297	1175	1774	872
67307	21	28	28	15	18	23	16	31	20	21	27	19
80247	478	138	510	293	335	413	243	245	298	189	388	336
73322	522	472	535	922	510	653	433	945	648	502	771	751
53293	5774	6522	6306	5855	6631	5028	5265	8171	3930	6144	7921	4794
19193	23	44	29	47	41	62	105	40	100	107	75	108
49720	358	605	481	320	325	524	609	671	840	792	537	347
38729	260	313	194	168	323	381	330	158	324	327	197	343
15889	24	24	17	16	20	13	25	22	19	22	26	8
29710	124	65	129	122	184	205	129	165	132	126	230	97
44200	81	82	28	95	89	97	132	118	58	145	64	76
93776	2	1	1	0	0	0	2	2	2	2	0	1
29177	627	454	712	516	715	512	412	372	514	512	694	410
87169	360	608	334	391	623	358	994	787	1033	589	1116	1940
98013	63	81	101	62	71	47	72	38	77	53	115	69
71632	5	17	19	11	9	14	8	13	10	8	8	12
69681	1579	4336	4889	1931	2087	2334	2375	2878	1915	3390	3387	2252
88202	394	274	260	127	227	290	144	213	266	269	206	178
30578	1304	1689	1227	1330	871	1022	2281	1498	1335	1575	1150	472
59532	2340	1807	2208	2310	2122	2364	1691	2472	2108	2278	1333	2677
68084	80	109	51	46	32	45	60	67	121	56	57	65
56661	638	628	706	818	625	926	864	838	668	782	838	464
32398	182	114	87	108	88	87	83	146	62	97	103	67
39837	83	169	189	192	130	150	219	146	119	124	166	133
91414	134	133	145	112	110	213	208	158	312	254	436	216
100899	112	195	92	160	97	198	207	102	201	177	184	152
78988	1107	791	547	1341	1441	1875	1446	1470	1456	720	2007	1155
70134	281	240	223	334	223	135	202	175	187	166	335	93
52069	120	119	171	77	103	96	132	184	138	219	101	105
75180	73	80	99	81	77	93	86	63	118	82	44	69
17310	271	513	249	239	162	145	346	230	452	362	383	414
69691	16	15	39	31	29	25	13	26	27	12	31	46
32269	64	66	27	47	65	84	44	31	57	50	60	92
71091	194	95	90	196	166	142	187	170	213	179	96	106
18909	39	58	25	35	63	55	45	60	43	42	63	57
13599	118	117	187	94	105	86	105	130	129	112	145	94
60481	35	73	88	74	46	41	74	45	50	20	19	51
19092	6997	8686	11607	9395	6906	10130	7104	6832	3262	13693	7383	9433
42114	2480	1824	2451	1648	1614	2551	2297	1147	3615	2915	2187	3641
13728	251	344	346	345	395	515	182	320	233	202	503	381
43336	165	127	71	144	150	96	260	138	283	46	92	125
74181	20954	9211	10762	15337	11014	20202	10463	11619	11067	14146	24023	20639
90076	429	272	488	377	264	314	287	199	289	248	410	198
92346	116	86	96	156	109	127	116	95	119	103	193	206
62338	212	296	260	400	214	220	222	289	214	206	168	420
67339	521	335	230	173	330	343	173	212	416	524	181	404
47496	3452	2534	3596	2861	2870	1795	2856	2012	1597	4416	2592	2432
38884	143	78	236	118	92	196	184	209	119	189	186	161
79076	14307	22963	7207	7496	10582	6943	9488	14128	9989	5503	7902	4782
55260	14	29	31	22	26	41	18	18	41	21	25	15
73993	860	1278	330	596	381	714	1280	1543	720	1225	976	1152
27990	19	29	22	12	34	18	22	18	10	19	15	22
44216	5310	3214	5992	6992	9310	7967	4558	6187	5290	5038	5307	3503
23164	88	77	105	67	54	152	134	79	50	119	61	104
68001	75	60	163	114	203	90	186	134	137	113	90	154
80796	904	726	706	677	1207	1077	1130	828	585	765	1044	1257
84827	2245	2820	2372	2251	1527	1650	3062	1591	1764	3460	912	2018
96496	9	2	18	14	10	17	12	34	21	14	15	9
18743	134	57	91	178	88	67	70	60	164	91	76	67
62576	13	7	5	8	11	10	13	9	33	38	21	15
19599	263	223	195	240	193	231	195	183	194	140	120	405
71534	112	153	97	154	115	106	161	125	186	51	139	96
94706	118	63	84	86	81	55	57	55	39	105	80	71
56832	32	19	26	63	30	48	14	67	65	44	32	37
69940	74	82	98	50	65	16	38	52	88	82	82	66
33750	19	44	36	25	41	38	37	25	30	44	49	43
60352	821	238	314	299	455	317	556	275	555	382	600	292
52755	3449	3585	1654	2401	2241	5620	2495	2284	3233	4349	1983	1826
73071	2	4	1	4	0	1	4	1	5	7	1	2
33565	109	132	103	152	95	151	195	144	145	123	161	104
65916	52	99	93	79	61	40	49	55	128	29	67	51
98588	285	351	355	161	452	473	611	389	588	601	336	246
74317	22	19	31	37	25	17	29	25	17	28	16	25
72343	37	92	77	83	114	113	88	112	70	130	67	142
12744	15	13	21	13	18	20	8	28	20	13	5	26
12958	725	566	698	346	719	403	583	460	699	631	466	527
71605	201	210	284	89	138	109	274	435	131	235	186	233
98971	180	129	88	118	90	52	117	140	60	91	165	71
69817	339	199	367	327	292	267	328	391	370	389	255	304
47190	42	93	94	93	93	117	104	55	76	66	96	87
60382	16	8	1	7	4	9	9	8	7	7	5	2
60542	500	669	498	422	642	432	1675	713	383	1132	1434	1163
76059	251	190	308	420	398	291	301	449	289	201	313	188
31695	210	139	77	111	144	154	106	116	99	101	47	197
43865	1114	532	1397	1075	994	1259	1952	2277	1639	2416	2479	1897
38827	3019	1726	1675	1056	1350	1582	1112	2485	2267	1848	2296	2104
36271	23	25	15	10	25	28	17	9	10	17	32	6
15766	54	47	34	10	43	43	28	39	26	23	48	20
47653	4209	2337	2539	1571	2525	2715	3519	2061	728	3202	3997	4764
77519	1923	3694	3047	3625	1064	3108	3671	3212	1997	2346	1734	2062
92056	62	41	25	56	87	62	53	26	41	33	27	32
42045	15	16	6	17	6	20	17	10	19	23	19	5
82596	30	34	51	24	43	46	40	32	14	49	41	63
93252	47	77	29	18	58	74	72	60	58	54	35	67
40289	8	7	15	2	5	7	3	8	5	7	5	3
96316	193	158	150	105	213	294	171	125	91	137	110	210
57360	10	8	6	20	8	21	14	4	10	14	8	10
73295	4	17	12	14	25	6	7	20	20	5	7	10
56483	1316	1008	1193	1237	683	549	1344	1618	1649	2875	1323	4527
36681	46	25	52	24	51	30	32	36	46	31	27	59
16496	144	194	154	115	85	70	154	104	167	141	130	212
98881	393	638	536	434	589	530	576	720	553	497	639	479
59986	928	639	1056	901	702	421	775	916	374	463	1188	628
82754	79	97	87	89	64	108	41	52	86	94	66	76
50240	165	221	181	309	188	127	204	182	162	237	149	254
69894	27	18	56	21	28	34	33	30	25	16	52	42
39239	3084	6652	4269	4229	6945	6559	13687	10077	15657	7049	8512	10026
67059	523	366	269	362	655	449	501	503	519	696	633	477
58454	4	14	13	14	13	19	3	16	9	22	7	14
96468	156	205	109	94	109	199	74	122	117	101	175	245
86085	448	612	468	734	635	753	424	455	909	797	452	978
71851	341	285	467	322	477	138	243	266	561	433	238	356
87003	8400	9788	4011	5122	8220	5542	6300	5923	8929	6978	9047	5752
17837	3162	2083	2077	1963	2221	5067	3009	1474	2878	1913	1389	1664
88135	35	47	64	72	46	101	139	104	130	217	63	76
35775	49	100	93	173	142	212	184	93	106	127	126	106
73445	4	11	11	19	21	9	10	13	4	12	13	13
19685	361	495	422	289	204	224	202	208	358	471	233	307
20245	155	192	330	293	223	249	328	421	343	234	467	232
40352	28282	47756	54468	60646	31431	33879	22542	26562	30122	42238	12352	29911
42455	184	248	153	125	124	141	233	94	193	201	192	201
76268	2	3	3	2	1	1	4	4	3	1	2	1
48838	32	40	60	55	46	67	30	24	48	42	45	42
79004	172	229	215	217	292	172	191	136	213	381	276	116
80279	16	8	23	10	12	20	22	20	54	13	17	14
90916	15	33	38	6	24	37	22	21	27	52	33	34
14515	91	97	106	72	58	86	36	115	44	67	73	49
32527	322	361	210	237	383	319	283	231	219	163	454	461
83506	167	92	113	106	101	119	71	162	102	106	87	78
88656	20	35	21	26	33	23	11	32	19	46	14	28
57094	435	682	550	583	840	751	1797	1634	1825	944	1381	1258
15728	72	43	23	51	51	42	44	21	42	19	62	45
49533	50	36	39	44	51	110	15	41	62	78	75	49
64471	10	10	5	10	10	6	14	6	1	6	8	7
46945	52	29	28	30	15	45	30	28	50	21	10	33
30670	487	370	424	367	347	592	921	877	417	569	742	445
44621	5	0	10	4	16	8	5	12	7	11	15	9
73790	186	207	150	142	60	181	125	122	131	145	121	88
19899	628	611	638	652	708	974	622	779	434	977	959	956
42648	88	47	64	58	59	69	114	91	59	56	75	74
37755	307	210	214	160	213	269	468	472	643	432	580	499
59654	15	19	18	10	21	7	22	19	22	23	24	25
79551	2927	895	2034	2024	2471	2494	2748	1500	2895	2864	2048	1139
77735	1801	771	1723	1025	1141	1718	1633	2387	1240	2013	990	1617
87912	433	191	316	337	312	153	120	392	175	246	233	208
27586	1	8	5	8	4	1	2	8	3	2	4	6
20193	19	27	21	19	32	17	25	13	28	25	25	33
68830	1521	1565	990	1383	1702	1783	1469	1488	1111	1347	1398	1607
15246	5658	3897	3723	8656	4292	6993	4928	5142	8056	4869	9581	3584
38835	204	311	157	218	296	239	468	234	266	349	206	249
42140	1709	1085	2317	2198	1372	825	2252	2106	3525	2375	1879	1756
