gene_id	GSM1275862_untreated	GSM1275862_dex	GSM1275863_dex	GSM1275870_dex	GSM1275871_dex
ENSG00000188969	94	93	48	116	42
ENSG00000203410	6	5	7	7	6
ENSG00000170389	129	59	112	76	132
ENSG00000177813	14	22	40	16	16
ENSG00000181622	985	805	572	406	596
ENSG00000221450	266	202	314	288	105
ENSG00000129218	1	4	4	9	4
ENSG00000164724	1	2	5	4	2
ENSG00000206784	385	406	634	597	713
ENSG00000131289	1113	946	1870	1959	1028
ENSG00000223608	1146	628	750	602	1062
ENSG00000221357	6	4	5	5	5
ENSG00000136090	1980	1052	852	755	433
ENSG00000151995	91	129	74	72	94
ENSG00000220568	1130	1663	1090	945	909
ENSG00000177848	191	318	173	196	163
ENSG00000142498	70	66	92	88	41
ENSG00000244371	99	108	102	73	160
ENSG00000152094	744	747	656	843	660
ENSG00000122557	672	318	259	400	645
ENSG00000104988	23	9	13	11	8
ENSG00000197819	161	89	50	81	96
ENSG00000116716	473	412	595	513	283
ENSG00000131253	286	124	253	271	298
ENSG00000115461	176	162	116	108	221
ENSG00000136168	196	152	233	176	97
ENSG00000149886	7	8	10	19	9
ENSG00000217210	18	3	10	5	14
ENSG00000207991	127	98	192	159	171
ENSG00000197335	108	101	58	130	99
ENSG00000188954	233	209	287	216	155
ENSG00000131394	23	74	27	21	21
ENSG00000182843	36	21	32	30	15
ENSG00000181430	23	51	29	32	22
ENSG00000244973	70	97	73	181	91
ENSG00000211544	270	120	202	147	199
ENSG00000184835	830	683	1185	901	582
ENSG00000150669	895	542	805	550	671
ENSG00000143278	527	386	551	748	507
ENSG00000137302	534	241	463	331	405
ENSG00000210527	2459	2699	2140	3604	2438
ENSG00000148108	1616	2388	923	1847	2774
ENSG00000134522	449	103	101	120	215
ENSG00000152805	7	4	12	18	8
ENSG00000147494	30	70	72	89	109
ENSG00000152237	105	198	288	131	186
ENSG00000233017	197	139	314	161	131
ENSG00000231991	48	41	44	45	49
ENSG00000188105	1203	941	889	884	888
ENSG00000189297	6	4	9	7	4
ENSG00000123456	106	158	147	159	175
ENSG00000147483	70	78	110	107	123
ENSG00000160098	2312	2224	3637	1368	1653
ENSG00000192207	439	311	540	214	359
ENSG00000229550	51	69	26	15	44
ENSG00000108460	5	8	5	9	5
ENSG00000131904	52	40	17	31	18
ENSG00000172817	912	291	430	1000	692
ENSG00000136885	54	60	103	75	95
ENSG00000246294	370	651	338	258	544
ENSG00000190393	517	346	410	257	456
ENSG00000151192	68	164	118	151	160
ENSG00000123172	2948	2632	901	2335	1086
ENSG00000158348	43	22	36	79	27
ENSG00000151905	275	503	376	204	177
ENSG00000128535	1031	916	1342	1074	518
ENSG00000222306	230	274	191	202	259
ENSG00000134130	187	243	291	226	142
ENSG00000128901	28	33	36	32	33
ENSG00000232788	25	9	9	14	24
ENSG00000110009	194	200	125	261	245
ENSG00000173154	216	151	210	189	216
ENSG00000100429	73	36	47	33	45
ENSG00000171882	124	66	66	48	60
ENSG00000201068	121	127	97	103	111
ENSG00000126119	672	445	294	310	239
ENSG00000185191	2069	2071	1593	1052	1647
ENSG00000103692	221	287	256	463	261
ENSG00000140028	127	136	235	115	142
ENSG00000205257	6446	8673	7101	5920	6183
ENSG00000190717	7	4	5	1	3
ENSG00000123909	491	275	332	345	402
ENSG00000145471	75	126	73	73	73
ENSG00000186005	352	207	309	367	310
ENSG00000181032	12359	6135	9051	5627	6297
ENSG00000221179	15	9	20	18	21
ENSG00000198478	31	33	17	30	9
ENSG00000135678	157	208	260	275	161
ENSG00000224183	1350	2417	1770	2006	3295
ENSG00000179861	124	74	45	181	63
ENSG00000112284	230	285	265	133	348
ENSG00000159440	489	235	314	189	180
ENSG00000201508	24	17	29	29	6
ENSG00000171789	248	86	318	344	186
ENSG00000170944	95	85	28	56	54
ENSG00000226167	79	202	131	206	112
ENSG00000213417	329	144	221	124	121
ENSG00000203209	2	8	14	4	4
ENSG00000220808	187	97	88	147	152
ENSG00000154191	135	68	54	75	77
ENSG00000219523	22	88	85	102	116
ENSG00000130852	69	49	101	54	93
ENSG00000138657	629	570	371	321	357
ENSG00000144712	8468	7355	9267	4792	7778
ENSG00000131805	107	147	94	126	157
ENSG00000145919	2775	2453	3838	3727	3994
ENSG00000150557	101	179	117	56	142
ENSG00000213703	118	144	314	207	255
ENSG00000135606	813	1530	806	839	629
ENSG00000249020	198	64	76	60	105
ENSG00000167341	73	35	120	168	111
ENSG00000184529	18	10	21	14	17
ENSG00000217426	4275	4837	4035	5530	2860
ENSG00000102041	12	12	5	5	6
ENSG00000200278	379	190	240	221	186
ENSG00000205134	101	107	104	169	101
ENSG00000154258	564	226	184	155	114
ENSG00000168432	23	6	19	20	20
ENSG00000238571	144	216	294	140	284
ENSG00000102878	468	459	318	335	366
ENSG00000155549	39	21	32	55	40
ENSG00000112972	18	30	57	46	22
ENSG00000164934	1189	546	504	281	677
ENSG00000103285	381	447	404	597	317
ENSG00000239187	388	390	374	232	286
ENSG00000136988	771	1137	983	753	652
ENSG00000159621	212	221	159	295	234
ENSG00000148903	63	45	50	49	49
ENSG00000231014	64	38	42	57	109
ENSG00000101155	510	406	889	460	587
ENSG00000149436	26	32	5	29	10
ENSG00000240789	95	122	87	151	123
ENSG00000113418	11	12	12	6	9
ENSG00000178913	46	31	56	55	48
ENSG00000153178	1923	1662	1881	1121	2105
ENSG00000233758	387	394	596	467	425
ENSG00000140904	84	55	99	83	88
ENSG00000178154	16	20	7	14	9
ENSG00000221912	10	9	7	16	15
ENSG00000126318	22	26	17	10	29
ENSG00000228721	125	208	157	296	57
ENSG00000130426	48	25	34	32	14
ENSG00000180214	453	664	444	378	771
ENSG00000212815	11	23	17	12	9
ENSG00000157275	14913	11604	9973	9923	19627
ENSG00000134235	271	119	223	257	243
ENSG00000171205	555	544	389	603	835
ENSG00000241002	370	119	204	262	297
ENSG00000181227	27	35	36	48	43
ENSG00000189058	42	36	37	35	54
ENSG00000239572	26	16	19	19	27
ENSG00000108267	41	62	50	42	96
ENSG00000240796	9675	12474	7248	8811	16376
ENSG00000171337	174	132	379	208	214
ENSG00000124783	450	650	346	300	736
ENSG00000151844	27	28	27	23	17
ENSG00000136579	30	47	54	73	72
ENSG00000222657	98	62	77	42	104
ENSG00000135207	1	0	2	3	3
ENSG00000188297	0	1	1	1	1
ENSG00000185139	74	29	67	24	40
ENSG00000227465	37	21	27	34	20
ENSG00000131446	7	8	10	5	7
ENSG00000190630	1630	1392	1437	1024	1115
ENSG00000119791	4143	2048	1388	1548	1941
ENSG00000248638	4	11	7	8	14
ENSG00000121892	1379	1034	1294	1854	1485
ENSG00000244068	210	198	192	182	150
ENSG00000105890	18	13	11	11	13
ENSG00000107076	2	9	8	6	4
ENSG00000137138	120	70	121	109	63
ENSG00000119689	9	12	5	18	9
ENSG00000187223	304	315	314	202	276
ENSG00000203019	1131	975	908	822	1009
ENSG00000229151	238	346	244	278	368
ENSG00000225899	25275	36758	48885	59183	57814
ENSG00000173036	425	1236	920	612	749
ENSG00000243497	590	874	1418	1279	1303
ENSG00000191088	402	916	928	727	659
ENSG00000235803	356	428	419	339	275
ENSG00000200709	120	88	224	93	249
ENSG00000242634	302	233	352	409	706
ENSG00000115764	18	21	38	25	17
ENSG00000108546	3761	4818	5612	5331	5757
ENSG00000243935	21	45	26	25	44
ENSG00000121856	3860	4671	7408	3671	7137
ENSG00000217149	733	234	180	252	337
ENSG00000143084	850	1190	583	1081	1413
ENSG00000143422	16	15	9	12	22
ENSG00000116391	23	23	25	13	8
ENSG00000241429	3986	1755	1969	6460	2884
ENSG00000220360	284	502	272	506	401
ENSG00000171304	47	20	27	38	18
ENSG00000170413	34	22	20	15	19
ENSG00000188197	13	36	35	16	30
ENSG00000175961	45	56	57	42	61
ENSG00000246174	589	983	744	1661	1076
ENSG00000159474	12503	5189	3285	4753	5751
ENSG00000153858	471	658	623	558	632
ENSG00000204786	699	1097	867	676	692
ENSG00000114057	759	518	392	457	139
ENSG00000177107	28	36	26	38	17
ENSG00000216050	278	100	262	308	233
ENSG00000136839	362	406	486	410	613
ENSG00000151990	735	657	828	885	1102
ENSG00000120976	48	65	78	61	101
ENSG00000182971	644	397	643	677	470
ENSG00000215944	4256	6813	7162	5127	4398
ENSG00000228649	39641	12453	15006	13270	9685
ENSG00000212236	1096	1678	313	721	543
ENSG00000210543	5	7	13	15	10
ENSG00000115570	73	111	85	96	97
ENSG00000188369	688	910	919	640	637
ENSG00000222412	67	42	30	14	36
ENSG00000151069	70	70	72	44	34
ENSG00000145969	1580	766	1004	573	706
ENSG00000128969	8	8	10	12	5
ENSG00000111907	2776	2816	3101	5275	3144
ENSG00000163253	227	245	168	158	261
ENSG00000153681	118	111	101	157	107
ENSG00000154164	66	117	72	90	75
ENSG00000123200	21	33	24	38	17
ENSG00000210120	4263	4833	4398	2516	4277
ENSG00000247605	1084	908	642	822	1022
ENSG00000123029	68	99	93	157	122
ENSG00000212573	1886	1756	1534	1674	1540
ENSG00000159658	558	199	211	484	221
ENSG00000166785	99	99	119	41	78
ENSG00000160026	40	36	61	23	23
ENSG00000186853	1077	1761	1398	1842	1979
ENSG00000129690	28	18	52	52	50
ENSG00000234013	82	76	60	101	38
ENSG00000236359	22	3	8	19	13
ENSG00000158576	73	74	177	92	95
ENSG00000246481	6	4	10	3	8
ENSG00000163354	18	13	19	35	54
ENSG00000100543	189	296	290	257	124
ENSG00000170405	642	554	469	646	419
ENSG00000149357	18459	15219	11731	23194	9005
ENSG00000226470	61	92	90	82	136
ENSG00000144941	60	70	31	32	86
ENSG00000122327	39	36	49	23	30
ENSG00000145340	766	1237	1022	1353	996
ENSG00000139599	153	332	286	185	119
ENSG00000168905	16	31	28	15	21
ENSG00000218911	277	382	282	463	365
ENSG00000127771	121	126	185	130	184
ENSG00000132635	215	156	166	134	154
ENSG00000176184	47	98	41	55	66
ENSG00000243532	1494	2464	2066	1259	1536
ENSG00000103136	55	52	64	191	95
ENSG00000107015	416	566	624	313	458
ENSG00000171778	95	165	112	190	119
ENSG00000172159	6465	6491	6367	4954	6383
ENSG00000110350	56	58	44	84	85
ENSG00000131184	731	194	613	397	949
ENSG00000229112	7	5	6	7	12
ENSG00000120730	1447	2279	2789	2015	4860
ENSG00000162521	20	10	9	11	8
ENSG00000158736	30	28	41	25	33
ENSG00000130357	342	143	60	110	111
ENSG00000163633	467	731	560	736	342
ENSG00000135801	70	51	19	43	41
ENSG00000116110	1170	1160	530	858	1252
ENSG00000164007	289	489	364	350	177
ENSG00000218283	984	1169	998	1704	1224
ENSG00000208018	8	11	8	11	10
ENSG00000247618	42	64	71	48	21
ENSG00000247440	26	20	33	43	41
ENSG00000176575	191	242	346	175	232
ENSG00000235075	90	67	96	142	199
ENSG00000232961	335	491	340	324	461
ENSG00000189181	228	324	300	127	360
ENSG00000166700	1476	1219	2013	2079	1792
ENSG00000118632	69	73	44	62	52
ENSG00000130512	12	21	33	16	10
ENSG00000193926	498	500	241	425	504
ENSG00000237420	402	436	264	884	510
ENSG00000185718	289	371	158	214	387
ENSG00000133227	46	131	48	91	48
ENSG00000247410	0	1	0	0	1
ENSG00000242304	1347	2464	1179	3278	2402
ENSG00000105148	262	362	322	257	235
ENSG00000215473	7884	10110	10383	16698	8089
ENSG00000233340	61	44	47	52	58
ENSG00000190555	80	63	83	69	32
ENSG00000176339	2	0	3	0	1
ENSG00000131517	10	14	8	9	19
ENSG00000200784	68	88	38	55	86
ENSG00000164241	107	62	180	65	147
ENSG00000119122	16619	6343	5021	6071	7326
ENSG00000247100	11805	8205	11669	11689	8053
ENSG00000216489	32	56	41	50	47
ENSG00000202515	704	379	294	445	452
ENSG00000248924	1732	2612	1748	1354	1312
ENSG00000140014	509	546	708	752	582
ENSG00000117162	1146	1094	877	1423	1308
ENSG00000193060	16339	22791	17617	26168	27354
ENSG00000201553	391	344	505	346	272
ENSG00000195976	235	350	323	298	291
ENSG00000178839	143	127	90	128	73
ENSG00000229418	366	215	222	245	296
ENSG00000213505	263	143	183	167	285
ENSG00000134748	90	152	88	77	86
ENSG00000217126	279	108	51	105	123
ENSG00000208613	47	50	37	57	32
ENSG00000130354	102	39	45	43	70
ENSG00000137447	25	19	21	27	14
ENSG00000222650	414	179	359	333	354
ENSG00000190382	298	155	153	213	157
ENSG00000153993	5	6	2	5	4
ENSG00000171658	1666	1082	703	758	1195
ENSG00000115884	2708	988	3288	2399	1435
ENSG00000246962	1334	1219	633	1394	835
ENSG00000193958	525	463	486	728	457
ENSG00000206858	408	480	412	685	319
ENSG00000197600	244	304	514	362	330
ENSG00000170408	58	86	83	46	57
ENSG00000185178	89	90	92	94	85
ENSG00000171811	23	23	25	16	41
ENSG00000183889	65	33	48	29	40
ENSG00000205002	12	3	7	16	2
ENSG00000212382	153	221	138	166	188
ENSG00000200223	145	271	265	183	201
ENSG00000130936	5758	6625	7341	3412	7083
ENSG00000243885	471	319	398	316	350
ENSG00000185337	602	636	472	355	522
ENSG00000142522	70	47	38	33	55
ENSG00000243638	120	249	140	187	90
ENSG00000192540	13	15	12	29	10
ENSG00000225564	297	457	336	501	214
ENSG00000238028	104350	29947	40368	65895	84652
ENSG00000238116	117	98	72	75	102
ENSG00000207624	3	7	3	1	2
ENSG00000117172	6044	2346	3394	2899	2996
ENSG00000140349	1990	1726	1016	1331	745
ENSG00000111820	25	22	29	33	13
ENSG00000158304	161	293	514	404	198
ENSG00000176140	66	26	32	64	45
ENSG00000194913	756	748	598	890	558
ENSG00000220472	44	18	20	31	26
ENSG00000106269	230	441	312	214	277
ENSG00000208577	2045	3092	1331	979	2426
ENSG00000226465	316	307	329	172	314
ENSG00000149982	1316	1153	1489	885	1200
ENSG00000126218	434	711	500	695	441
ENSG00000138848	176	138	134	132	110
ENSG00000160281	218	135	208	205	263
ENSG00000237445	104	126	135	50	94
ENSG00000152095	865	758	549	530	435
ENSG00000208746	489	551	270	451	449
ENSG00000106673	1439	3354	1667	1080	2840
ENSG00000200615	557	228	463	308	420
ENSG00000133057	160	271	233	186	272
ENSG00000101442	140	75	84	79	101
ENSG00000106539	103	112	79	108	216
ENSG00000244257	298	177	342	157	224
ENSG00000159662	2036	2785	2407	1524	1680
ENSG00000140196	1712	683	756	500	892
ENSG00000165930	12633	9530	8863	10280	10269
ENSG00000169624	89	55	67	59	79
ENSG00000132059	67	103	42	71	46
ENSG00000145264	59	19	40	47	25
ENSG00000102603	1102	584	423	682	745
ENSG00000108619	125	79	82	106	29
ENSG00000114054	2427	1088	2125	1583	957
ENSG00000120731	474	381	329	325	456
ENSG00000140710	5	3	1	4	1
ENSG00000176353	12451	7218	15299	7451	8636
ENSG00000246437	123	182	175	147	149
ENSG00000216366	67	47	49	58	40
ENSG00000127536	699	840	1055	354	733
ENSG00000174657	31	23	22	24	40
ENSG00000122094	128	200	99	155	105
ENSG00000209236	52	35	42	49	40
ENSG00000185055	19	15	16	15	24
ENSG00000131647	13	11	5	11	2
ENSG00000219610	245	428	447	555	674
ENSG00000222417	343	89	137	259	144
ENSG00000245802	106	298	166	186	138
ENSG00000191610	56	83	78	92	102
ENSG00000173082	54	15	43	34	27
ENSG00000239934	248	287	150	344	149
ENSG00000108750	106	49	66	143	86
ENSG00000119663	3256	1359	1969	3721	1608
ENSG00000124571	72	73	40	50	30
ENSG00000117969	329	221	262	480	348
ENSG00000161626	18	19	33	21	10
ENSG00000120415	87	102	112	120	86
ENSG00000189933	56	21	17	28	38
ENSG00000141239	67732	18555	45602	24088	18944
ENSG00000103919	1162	1959	2501	2189	1696
ENSG00000239083	328	121	92	151	199
ENSG00000224961	1769	2101	2414	1794	1155
ENSG00000116858	4380	4463	2841	4911	4865
ENSG00000143028	670	1527	794	1272	809
ENSG00000100817	7	1	2	1	4
ENSG00000133135	697	1563	1539	1914	1383
ENSG00000232729	255	152	120	164	142
ENSG00000225631	140	107	69	116	104
ENSG00000128098	2702	750	600	987	865
ENSG00000181646	225	278	206	164	166
ENSG00000104208	9	5	7	3	1
ENSG00000143964	32	21	14	15	14
ENSG00000157861	65	136	73	134	84
ENSG00000204672	344	503	324	371	898
ENSG00000152489	339	398	465	269	753
ENSG00000141532	3	0	1	1	1
ENSG00000200355	63	71	76	107	53
ENSG00000181376	4	2	6	6	10
ENSG00000188378	0	1	1	5	1
ENSG00000112052	6	1	11	12	7
ENSG00000188949	11	12	18	9	11
ENSG00000139747	54	16	42	29	19
ENSG00000181673	108	105	71	73	129
ENSG00000243724	5001	4373	3079	2563	2892
ENSG00000175558	412	477	695	589	601
ENSG00000188340	755	679	799	797	792
ENSG00000184697	176	121	208	171	131
ENSG00000209445	4102	2104	2816	1986	2436
ENSG00000125081	46541	34230	43759	41304	56918
ENSG00000206114	769	820	891	1542	813
ENSG00000203546	100	73	69	44	55
ENSG00000237334	50	40	40	35	35
ENSG00000166094	78	128	117	60	98
ENSG00000119565	1450	555	647	874	886
ENSG00000221315	83	53	49	34	34
ENSG00000216445	10	6	12	16	7
ENSG00000212157	543	468	286	194	831
ENSG00000158164	20258	17362	13026	14704	14542
ENSG00000115286	148	160	152	97	45
ENSG00000240733	464	581	451	385	478
ENSG00000161057	277	439	271	319	356
ENSG00000128640	131	125	93	161	118
ENSG00000149782	397	623	300	419	339
ENSG00000100620	2970	2150	2775	3308	5746
ENSG00000240162	27	77	63	46	28
ENSG00000117120	960	468	466	602	800
ENSG00000184962	691	1063	955	1508	706
ENSG00000162629	1296	903	1352	1273	714
ENSG00000134210	123	118	282	308	155
ENSG00000247060	1	2	0	2	0
ENSG00000137469	1046	718	1004	750	880
ENSG00000222908	304	363	684	689	455
ENSG00000194098	242	116	289	205	254
ENSG00000217081	126	67	56	57	81
ENSG00000141608	23	60	15	19	24
ENSG00000170017	615	394	529	905	746
ENSG00000238450	1463	973	1075	388	490
ENSG00000149501	51	39	35	59	54
ENSG00000108767	55	67	18	49	35
ENSG00000181520	53	183	214	157	178
ENSG00000110865	30	44	31	54	43
ENSG00000199661	130	97	141	168	121
ENSG00000105573	1344	1742	968	1029	1164
ENSG00000124480	86	183	277	131	260
ENSG00000105850	255	87	31	72	79
ENSG00000177219	674	952	308	746	456
ENSG00000136288	1	4	2	1	3
ENSG00000114880	12	13	12	14	15
ENSG00000207158	266	357	284	476	707
ENSG00000111624	925	925	987	471	443
ENSG00000140269	29	27	17	11	24
ENSG00000222646	6794	4020	5020	8382	7279
ENSG00000194390	5615	4476	6666	3000	10287
ENSG00000141178	162	146	124	186	184
ENSG00000157638	3851	2144	1677	1905	1567
ENSG00000248275	669	936	1468	1146	1199
ENSG00000231065	13	16	17	17	22
ENSG00000209614	524	708	321	830	477
ENSG00000227853	89	131	105	104	89
ENSG00000170375	83	114	142	259	82
ENSG00000133732	117	94	87	193	64
ENSG00000247231	6	5	3	5	3
ENSG00000237267	82	278	201	86	197
ENSG00000160703	8992	7186	8693	7686	10077
ENSG00000171092	24	58	107	58	67
ENSG00000176886	833	704	657	1594	1084
ENSG00000175437	4	2	9	6	6
ENSG00000235257	426	577	1273	975	971
ENSG00000216210	28	34	44	38	31
ENSG00000239754	342	425	301	186	386
ENSG00000223764	1214	1033	1117	923	1024
ENSG00000126599	9	10	4	3	15
ENSG00000248409	75	85	64	64	76
ENSG00000209350	1438	747	740	964	543
ENSG00000241531	181	396	277	194	474
ENSG00000172272	2	6	0	3	0
ENSG00000188870	168	134	108	271	222
ENSG00000165472	4	8	9	9	3
ENSG00000234214	172	72	99	150	68
ENSG00000246260	9	4	3	7	2
ENSG00000130540	0	1	0	2	2
ENSG00000198539	221	157	203	164	181
ENSG00000137439	14	14	7	17	15
ENSG00000219707	773	723	890	913	704
ENSG00000163567	225	485	311	374	291
ENSG00000114436	167	141	122	170	176
ENSG00000240546	1042	681	892	658	1016
ENSG00000211990	110	56	91	89	104
ENSG00000157697	547	429	526	562	390
ENSG00000196373	128	70	129	143	137
ENSG00000198258	0	0	1	0	1
ENSG00000237381	95	81	177	84	211
ENSG00000174470	15	7	5	3	5
ENSG00000134347	38	80	48	50	74
ENSG00000107475	745	803	700	767	710
ENSG00000247123	20	21	4	3	30
ENSG00000209386	609	444	797	971	707
ENSG00000206186	1071	763	433	302	875
ENSG00000167965	16168	12036	4379	13369	3744
ENSG00000147840	508	393	387	590	813
ENSG00000246429	4	15	8	6	14
ENSG00000157175	164	109	83	104	82
ENSG00000130708	3	8	1	3	9
ENSG00000130379	60	99	123	77	168
ENSG00000125219	129	53	57	76	78
ENSG00000108042	1542	2108	911	1340	2037
ENSG00000184515	39	88	99	66	91
ENSG00000199350	14	27	15	39	26
ENSG00000197601	20	32	28	31	29
ENSG00000189113	86	120	78	63	54
ENSG00000227714	7	9	5	11	7
ENSG00000103263	103	62	79	133	105
ENSG00000227567	83	40	108	121	84
ENSG00000152711	43	41	78	41	25
ENSG00000175876	11	22	21	7	8
ENSG00000245491	76	63	70	63	49
ENSG00000202470	87	147	179	145	62
ENSG00000166354	553	918	700	755	342
ENSG00000119225	115	110	75	124	101
ENSG00000233421	704	711	887	452	906
ENSG00000182197	5	4	4	7	5
ENSG00000240107	1489	579	662	623	744
ENSG00000208288	1	2	2	2	4
ENSG00000136483	13	19	14	26	20
ENSG00000171265	118	224	174	90	102
ENSG00000167597	98	100	127	29	69
ENSG00000156930	647	1057	406	1031	397
ENSG00000158319	354	430	325	765	299
ENSG00000104131	507	472	472	473	836
ENSG00000131678	115	146	98	187	65
ENSG00000140176	41	25	51	30	31
ENSG00000148240	796	703	475	454	486
ENSG00000235850	128	144	224	209	137
ENSG00000219507	177	197	168	223	202
ENSG00000161819	200	161	247	76	165
ENSG00000202456	144	113	128	127	81
ENSG00000140150	346	254	120	294	266
ENSG00000147765	191	313	264	215	306
ENSG00000198879	51	56	57	40	113
ENSG00000192846	6	12	6	16	14
ENSG00000105094	218	271	273	168	208
ENSG00000239621	52	70	88	64	48
ENSG00000122156	59	65	57	96	59
ENSG00000223066	242	223	291	203	192
ENSG00000232014	32	22	24	28	41
ENSG00000228921	88	77	97	92	157
ENSG00000246828	104	162	145	135	169
ENSG00000239776	779	540	918	923	790
ENSG00000193320	9814	6857	13991	18803	10054
ENSG00000212930	88	159	90	168	113
ENSG00000131089	528	190	213	487	338
ENSG00000147898	57	71	67	44	51
ENSG00000235110	2188	2330	3307	2456	2034
ENSG00000146575	396	582	205	185	307
ENSG00000139868	910	758	1009	1244	748
ENSG00000181959	3334	1917	2786	4251	2279
ENSG00000142746	8023	15382	18357	14129	7509
ENSG00000190608	166	149	73	168	132
ENSG00000161196	20	7	16	17	9
ENSG00000118647	184	235	144	159	113
ENSG00000156831	3	3	4	7	4
ENSG00000238195	39584	76976	30943	31313	51822
ENSG00000110609	144	118	226	114	135
ENSG00000129843	52	38	59	40	38
ENSG00000135276	3899	3483	2008	1918	2214
ENSG00000195208	162	148	91	57	85
ENSG00000130883	1487	1966	1240	1875	1603
ENSG00000135543	10	6	22	12	14
ENSG00000218384	7	3	4	4	4
ENSG00000158328	234	433	304	249	572
ENSG00000203409	8	4	8	11	8
ENSG00000187007	12	11	8	20	11
ENSG00000191086	1367	1707	1209	972	1184
ENSG00000132267	88	22	37	93	54
ENSG00000209691	110	62	146	47	214
ENSG00000154261	136	69	86	69	29
ENSG00000194911	588	1513	875	943	688
ENSG00000240469	112	157	113	112	126
ENSG00000219926	50	36	100	99	65
ENSG00000140669	41	42	43	33	79
ENSG00000209413	517	306	190	261	284
ENSG00000139516	509	960	456	434	416
ENSG00000211476	15	13	9	7	6
ENSG00000226330	1322	954	561	1120	712
ENSG00000239920	209	37	100	122	58
ENSG00000133242	215	314	341	186	244
ENSG00000146507	495	345	547	583	649
ENSG00000192192	87	51	48	21	49
ENSG00000180375	3	3	2	3	5
ENSG00000102858	8	4	7	1	8
ENSG00000178273	1317	738	1015	1614	933
ENSG00000196579	1243	1237	2483	1477	1370
ENSG00000143685	48232	33988	41267	49190	76529
ENSG00000245048	52	61	42	120	106
ENSG00000213563	790	1067	744	664	753
ENSG00000140438	152	137	209	70	135
ENSG00000126358	16	9	27	29	11
ENSG00000191300	794	888	748	723	845
ENSG00000244192	254	423	184	348	368
ENSG00000153030	265	289	555	206	260
ENSG00000227816	106	100	142	136	136
ENSG00000173281	428	602	348	731	276
ENSG00000121783	117	137	122	180	160
ENSG00000142827	1084	2271	769	807	1045
ENSG00000130650	74	76	125	78	108
ENSG00000131968	18	36	39	44	52
ENSG00000202206	3229	5294	3087	7510	1761
ENSG00000116785	3926	7590	6381	6709	5471
ENSG00000133109	2093	1228	818	1265	922
ENSG00000111853	37	20	12	18	21
ENSG00000180344	81	90	45	69	79
ENSG00000234949	0	0	2	1	0
ENSG00000233083	6	7	8	7	7
ENSG00000206763	11794	12380	15295	9847	15392
ENSG00000243059	1	4	5	2	1
ENSG00000128683	370	334	194	369	268
ENSG00000149530	1038	407	1030	783	1074
ENSG00000215949	28	54	35	34	41
ENSG00000183419	1024	542	415	648	649
ENSG00000127613	27	33	38	21	55
ENSG00000109231	1574	761	1339	1070	692
ENSG00000185524	279	164	224	202	197
ENSG00000118352	132	161	142	125	83
ENSG00000157250	114	110	250	176	125
ENSG00000214144	4361	1791	1752	1884	1806
ENSG00000235703	15	20	11	11	16
ENSG00000247823	94	48	41	59	37
ENSG00000179307	2	7	3	7	6
ENSG00000104312	169	31	96	43	90
ENSG00000175098	216	212	177	147	250
ENSG00000249744	132	56	39	85	58
ENSG00000121201	261	240	271	222	122
ENSG00000137265	123	86	42	56	21
ENSG00000203649	4659	4107	4492	4074	6337
ENSG00000238151	729	816	608	655	621
ENSG00000110075	142	118	128	66	209
ENSG00000147854	254	369	335	156	478
ENSG00000179268	69	82	78	76	48
ENSG00000136894	3004	1553	1488	992	1041
ENSG00000163617	10	2	5	8	4
ENSG00000231716	8	14	6	5	6
ENSG00000240463	2	5	7	8	8
ENSG00000178222	1289	1380	1361	966	1260
ENSG00000123624	40452	23864	31865	32734	22465
ENSG00000199063	1673	2709	2137	1119	2849
ENSG00000174574	101	68	82	39	47
ENSG00000129381	248	143	196	118	173
ENSG00000158191	621	464	467	561	366
ENSG00000161653	190	111	56	41	120
ENSG00000189949	80	36	56	98	71
ENSG00000207526	517	620	833	1151	1440
ENSG00000171295	62	18	29	27	14
ENSG00000172330	0	1	1	2	1
ENSG00000160582	5972	5589	10266	9555	5419
ENSG00000190421	1394	1720	2443	1301	1332
ENSG00000213172	74	37	33	45	71
ENSG00000203202	9432	8556	7377	7281	3168
ENSG00000197384	30	19	25	40	16
ENSG00000121685	412	166	202	190	188
ENSG00000176484	126	61	116	105	141
ENSG00000241781	182	291	199	191	244
ENSG00000122920	14	15	17	8	24
ENSG00000144080	185	523	229	325	229
ENSG00000169653	546	731	644	736	673
ENSG00000234748	119	37	128	80	114
ENSG00000137616	237	218	398	169	357
ENSG00000193767	365	474	328	584	379
ENSG00000206935	483	851	594	550	887
ENSG00000155324	853	227	439	354	261
ENSG00000203987	353	497	441	494	467
ENSG00000202392	85	87	122	103	142
ENSG00000160332	35	62	67	37	22
ENSG00000232004	3	2	0	2	1
ENSG00000109347	3371	4952	3149	3761	4339
ENSG00000201686	152	89	159	154	160
ENSG00000219320	414	376	423	409	346
ENSG00000111457	854	319	1103	689	1014
ENSG00000239125	60	59	19	20	80
ENSG00000182558	814	599	344	515	752
ENSG00000152838	41	66	78	89	51
ENSG00000147719	181	178	168	96	108
ENSG00000144831	3	1	1	2	1
ENSG00000160452	525	419	412	524	574
ENSG00000125269	198	291	228	225	271
ENSG00000163749	8	13	13	9	5
ENSG00000137458	778	698	581	587	626
ENSG00000183308	547	635	691	842	722
ENSG00000206215	119	91	64	73	103
ENSG00000179612	12	12	7	10	9
ENSG00000109271	207	166	255	121	149
ENSG00000124864	5	5	9	11	15
ENSG00000223228	336	294	163	107	413
