gene_id	N61311_untreated	N61311_dex	N052611_dex	N080611_dex	N61311R_dex
ENSG00000237183	864	1897	973	2900	2534
ENSG00000231023	28	7	25	8	13
ENSG00000122557	8	5	6	2	4
ENSG00000249632	139	74	103	92	136
ENSG00000106427	347	169	444	378	287
ENSG00000244894	366	407	539	426	441
ENSG00000193032	23	27	30	8	19
ENSG00000106775	0	1	2	2	2
ENSG00000236060	1295	646	1529	710	658
ENSG00000172397	1027	374	960	335	595
ENSG00000188954	4055	2738	4269	2735	3105
ENSG00000131394	28	23	21	16	24
ENSG00000106903	692	299	360	225	683
ENSG00000190678	1825	336	1181	1322	495
ENSG00000172466	3	5	2	3	3
ENSG00000101052	1611	969	1236	2056	1443
ENSG00000184835	2157	2178	2282	3108	3218
ENSG00000171673	299	381	215	496	596
ENSG00000203934	586	409	335	291	188
ENSG00000150669	595	507	630	530	648
ENSG00000187500	94	67	142	64	71
ENSG00000130098	13	9	14	6	11
ENSG00000143278	41	11	33	18	20
ENSG00000103644	114	55	101	149	66
ENSG00000207542	35	20	22	58	37
ENSG00000193662	1538	839	2644	1051	816
ENSG00000189309	83	80	35	77	52
ENSG00000100764	76	115	134	168	139
ENSG00000240115	2	5	3	6	3
ENSG00000240436	246	296	283	393	270
ENSG00000171421	46	20	14	37	31
ENSG00000176413	2683	3057	1844	3152	2585
ENSG00000247665	4	4	7	4	6
ENSG00000213489	207	238	341	202	238
ENSG00000173979	71	60	72	62	69
ENSG00000208273	80	65	77	25	70
ENSG00000177433	4487	4354	4448	3977	4425
ENSG00000179556	1888	1100	806	858	1003
ENSG00000151195	24	24	28	10	24
ENSG00000119373	4353	2410	2069	2940	2859
ENSG00000154387	52	39	24	25	27
ENSG00000238611	698	771	635	720	700
ENSG00000121203	8	4	6	5	9
ENSG00000141996	61	42	71	61	81
ENSG00000214559	51	90	105	72	50
ENSG00000129546	78	64	72	110	80
ENSG00000100920	8	7	2	7	5
ENSG00000188497	5	4	2	0	11
ENSG00000172143	144	76	113	147	168
ENSG00000177152	423	429	266	353	384
ENSG00000165172	103	142	145	137	200
ENSG00000162737	57	77	76	106	60
ENSG00000206299	6	7	6	10	6
ENSG00000147621	81	128	70	46	118
ENSG00000210083	50	30	64	48	41
ENSG00000152092	18	28	43	48	24
ENSG00000108400	140	327	117	202	199
ENSG00000119510	185	137	169	120	108
ENSG00000123172	459	474	331	318	549
ENSG00000234148	78	124	36	68	109
ENSG00000156618	40	26	20	20	30
ENSG00000144277	115	120	105	113	99
ENSG00000230792	61	67	86	56	83
ENSG00000126829	3	5	3	0	6
ENSG00000189731	76	56	35	63	82
ENSG00000116840	4	6	3	9	9
ENSG00000234153	0	7	3	1	2
ENSG00000133093	21	24	13	21	21
ENSG00000226785	30	43	29	54	28
ENSG00000177734	415	647	334	374	536
ENSG00000229417	25	77	94	77	118
ENSG00000214870	554	261	518	566	658
ENSG00000133845	2299	2480	2555	3394	1430
ENSG00000249623	206	151	124	276	89
ENSG00000145471	518	271	358	282	180
ENSG00000223715	35	52	21	32	51
ENSG00000181032	981	491	981	726	627
ENSG00000232859	110	182	268	192	177
ENSG00000135678	121	192	97	133	183
ENSG00000136865	20	11	9	22	19
ENSG00000142064	14	20	23	19	29
ENSG00000224183	73	48	42	21	56
ENSG00000123014	121	254	242	127	227
ENSG00000130366	2409	1485	787	1089	1250
ENSG00000245932	3	6	4	11	5
ENSG00000122428	84	62	71	92	82
ENSG00000109727	58	44	93	102	79
ENSG00000132211	39311	20715	11706	15087	14321
ENSG00000201508	67	66	120	67	92
ENSG00000206210	39	61	39	32	76
ENSG00000170944	866	606	748	600	871
ENSG00000238602	18	28	13	8	18
ENSG00000213417	347	372	433	828	522
ENSG00000165654	3	3	2	4	0
ENSG00000228345	7088	15296	7834	7113	8092
ENSG00000147708	87	131	93	171	84
ENSG00000176780	72	56	84	61	74
ENSG00000191644	15	12	5	6	8
ENSG00000223434	129	110	170	115	118
ENSG00000129631	135	161	102	133	176
ENSG00000131805	24	27	33	19	25
ENSG00000127508	1719	1675	2297	1833	1756
ENSG00000246185	99	85	58	74	68
ENSG00000207305	148	92	90	147	171
ENSG00000112999	124	313	184	315	234
ENSG00000235036	1976	1506	1488	3129	2155
ENSG00000199019	71	84	73	45	57
ENSG00000163137	143	207	128	209	178
ENSG00000227692	195	102	372	205	237
ENSG00000110703	537	466	444	420	602
ENSG00000220702	4	5	6	4	2
ENSG00000239581	1690	2474	1802	1543	1802
ENSG00000203444	104	98	97	75	139
ENSG00000189411	55	25	33	22	28
ENSG00000213316	101	174	102	121	119
ENSG00000170462	3	1	4	3	1
ENSG00000224175	27	53	22	48	36
ENSG00000222475	131	246	214	198	198
ENSG00000165567	1311	1934	3665	1373	3057
ENSG00000159621	121	126	113	77	199
ENSG00000125454	1247	276	274	363	268
ENSG00000205365	76	70	67	52	93
ENSG00000181716	912	801	852	615	944
ENSG00000208196	64	30	67	76	107
ENSG00000119210	406	162	340	162	452
ENSG00000203878	64	121	103	66	47
ENSG00000202668	31	21	27	17	24
ENSG00000104720	52	24	20	19	28
ENSG00000143713	20	33	60	31	44
ENSG00000117657	1673	1685	1149	1108	1091
ENSG00000110875	32637	70813	46567	76839	86908
ENSG00000121132	74	88	56	79	52
ENSG00000122782	30	33	20	47	32
ENSG00000221628	388	731	506	363	163
ENSG00000198599	140	254	416	252	328
ENSG00000243360	53	23	62	24	57
ENSG00000167392	8799	5815	5516	9031	5326
ENSG00000180214	514	626	1086	1037	1043
ENSG00000188651	2520	644	1176	1048	758
ENSG00000118748	104	263	153	116	276
ENSG00000165717	107	142	212	144	206
ENSG00000165189	1128	1187	719	1199	581
ENSG00000230177	8	9	17	4	8
ENSG00000197884	74	36	27	30	39
ENSG00000245769	228	154	131	168	75
ENSG00000123595	7	14	11	12	7
ENSG00000196896	4330	2732	4699	2246	2944
ENSG00000189058	40	40	52	58	36
ENSG00000239572	86	78	49	45	93
ENSG00000136511	277	268	359	165	148
ENSG00000101382	8060	4156	3831	3671	2406
ENSG00000141658	128	167	230	159	181
ENSG00000137166	71	35	35	25	29
ENSG00000153906	13	22	32	30	37
ENSG00000136579	258	212	122	237	195
ENSG00000100478	113	51	46	35	47
ENSG00000238785	15672	10190	20645	12740	18436
ENSG00000185139	1169	1252	2007	2410	1259
ENSG00000179950	1	2	0	0	1
ENSG00000226752	40	25	25	19	33
ENSG00000198792	117	200	259	561	338
ENSG00000135437	9139	16952	15013	11924	14130
ENSG00000198155	4	1	3	4	4
ENSG00000133775	55	49	35	93	60
ENSG00000222174	1912	737	1420	1298	1282
ENSG00000168647	35	22	21	61	42
ENSG00000170241	138	226	170	189	148
ENSG00000103614	69	40	47	61	79
ENSG00000113752	1152	554	405	832	438
ENSG00000130073	16	20	23	38	14
ENSG00000101341	137	227	98	82	120
ENSG00000151251	9	6	10	12	7
ENSG00000134880	694	1066	1206	748	431
ENSG00000242634	320	457	384	492	747
ENSG00000106226	98	111	135	99	64
ENSG00000101010	148	246	129	190	110
ENSG00000177906	167	152	156	253	184
ENSG00000155893	88	80	42	70	124
ENSG00000198026	233	121	160	121	284
ENSG00000139025	281	419	401	244	357
ENSG00000169916	99	65	156	132	68
ENSG00000214900	77	50	67	40	62
ENSG00000195896	101	57	56	44	50
ENSG00000227072	97	37	43	48	61
ENSG00000103088	170	478	351	529	350
ENSG00000185152	235	319	197	159	157
ENSG00000173289	6371	4942	5998	6231	5100
ENSG00000229874	150	142	138	102	62
ENSG00000151752	83	172	108	223	199
ENSG00000245018	30	39	30	50	35
ENSG00000242332	174	214	99	80	142
ENSG00000128064	162	90	52	43	45
ENSG00000196365	32	38	19	11	53
ENSG00000175961	464	111	160	160	224
ENSG00000223811	2677	2961	3849	1904	2616
ENSG00000118699	50	27	19	25	24
ENSG00000185419	48	21	33	27	60
ENSG00000139005	201	170	210	96	91
ENSG00000156570	392	193	166	195	303
ENSG00000216050	2013	1476	1665	2381	1856
ENSG00000173011	45	24	66	43	45
ENSG00000148001	91	168	81	128	36
ENSG00000112209	29	33	15	41	38
ENSG00000215737	40	19	45	38	25
ENSG00000122234	41	42	72	75	69
ENSG00000209380	11	28	3	11	16
ENSG00000188369	549	241	389	241	382
ENSG00000198899	863	816	491	1913	1949
ENSG00000233104	52	105	30	55	56
ENSG00000215254	42	29	43	16	55
ENSG00000163253	2140	1368	3116	1766	888
ENSG00000243575	117	77	60	56	40
ENSG00000189489	3673	2723	2532	2134	4313
ENSG00000122969	2	2	1	0	1
ENSG00000208868	112	97	88	44	97
ENSG00000105116	12	20	27	16	13
ENSG00000103064	51	52	56	46	65
ENSG00000110327	695	780	695	431	580
ENSG00000244713	1361	992	1360	1016	853
ENSG00000142859	91	81	101	85	177
ENSG00000189796	2512	1160	510	1039	1450
ENSG00000177725	21	16	9	18	13
ENSG00000129709	105	189	363	355	318
ENSG00000104447	91	124	175	66	76
ENSG00000120104	3	9	1	5	4
ENSG00000110883	810	971	750	844	905
ENSG00000139697	51	70	31	46	36
ENSG00000142646	307	392	334	229	245
ENSG00000126812	66	34	48	20	28
ENSG00000149440	207	131	151	103	181
ENSG00000130985	323	267	523	534	558
ENSG00000244292	161	131	144	86	75
ENSG00000246481	54	57	47	28	58
ENSG00000187975	410	319	426	243	397
ENSG00000127144	237	228	307	166	188
ENSG00000203748	18	53	60	53	67
ENSG00000125228	131	97	139	234	110
ENSG00000215382	184	122	179	93	83
ENSG00000188316	98	143	51	45	44
ENSG00000230590	2013	642	1067	928	768
ENSG00000100746	3072	3153	5654	5276	5116
ENSG00000233618	68	44	15	51	58
ENSG00000109134	82	85	103	113	148
ENSG00000118242	25	29	5	15	26
ENSG00000150196	14	9	7	7	17
ENSG00000107706	1170	1255	826	1165	1296
ENSG00000218911	39	41	25	34	36
ENSG00000135983	379	175	118	266	324
ENSG00000199672	10	4	7	8	7
ENSG00000243532	35	20	25	23	20
ENSG00000187966	448	358	377	335	210
ENSG00000184930	398	313	353	260	356
ENSG00000217231	172	226	412	201	153
ENSG00000115031	421	339	337	190	489
ENSG00000171778	304	197	240	204	144
ENSG00000181420	1037	1207	1165	1310	807
ENSG00000227447	3174	5274	3161	2618	2995
ENSG00000187569	339	353	350	421	331
ENSG00000175159	150	104	143	161	78
ENSG00000120730	16	19	16	23	11
ENSG00000150706	79	40	67	86	53
ENSG00000171292	136	59	54	93	106
ENSG00000208018	2960	2461	2860	1629	1444
ENSG00000119889	5	5	11	5	6
ENSG00000166561	30	26	22	20	29
ENSG00000172881	22	21	24	25	22
ENSG00000214951	795	765	496	792	698
ENSG00000215473	24	40	27	20	30
ENSG00000248706	0	2	2	5	5
ENSG00000221214	4	1	5	2	1
ENSG00000140468	266	309	134	433	316
ENSG00000209961	5	4	4	2	4
ENSG00000182153	1028	1413	1648	940	1481
ENSG00000213927	1485	1078	1270	1980	1411
ENSG00000173134	30	14	16	10	11
ENSG00000103807	40	34	111	30	76
ENSG00000144441	269	205	180	249	120
ENSG00000217239	5	3	5	1	9
ENSG00000233586	11	18	7	30	17
ENSG00000153701	21	35	49	67	52
ENSG00000235858	106	185	133	116	115
ENSG00000175459	289	242	210	157	190
ENSG00000139731	3	7	1	2	2
ENSG00000178839	178	305	282	160	195
ENSG00000219434	137	60	95	86	152
ENSG00000237589	93	82	80	82	101
ENSG00000213847	59	29	60	36	51
ENSG00000192817	1303	1230	1362	1204	1809
ENSG00000143478	4189	2551	4238	2780	2454
ENSG00000148528	43	58	29	49	61
ENSG00000146244	47	89	126	59	144
ENSG00000168005	6	9	2	2	12
ENSG00000193958	84	60	25	44	63
ENSG00000189132	431	403	419	345	628
ENSG00000207740	94	87	133	120	40
ENSG00000150837	205	282	261	310	230
ENSG00000185178	133	112	85	42	110
ENSG00000191289	148	134	163	155	187
ENSG00000224259	816	648	376	502	572
ENSG00000123580	709	404	560	623	783
ENSG00000195605	4	3	1	2	6
ENSG00000238243	101	85	43	102	84
ENSG00000125374	0	1	1	1	0
ENSG00000237820	122	117	155	107	165
ENSG00000153006	37	32	23	70	49
ENSG00000216559	123	61	47	32	16
ENSG00000221267	1980	2413	3366	3099	2656
ENSG00000212886	234	341	317	373	229
ENSG00000215322	924	923	1462	1395	1953
ENSG00000107361	432	344	383	323	342
ENSG00000152968	6066	2100	5258	4143	5013
ENSG00000131982	70	80	65	81	134
ENSG00000125366	72	113	114	145	75
ENSG00000104153	131	182	88	158	139
ENSG00000233427	26477	19613	14348	10408	14990
ENSG00000121597	70	59	66	42	49
ENSG00000222800	183	214	125	189	185
ENSG00000138169	1114	3362	3762	1099	2156
ENSG00000205774	1047	841	824	1345	1027
ENSG00000131112	53	44	71	71	62
ENSG00000188774	4948	3310	2105	5148	5345
ENSG00000107985	909	326	384	520	412
ENSG00000216315	1613	2762	4220	2180	3174
ENSG00000174328	565	676	314	413	713
ENSG00000192446	593	627	1175	573	848
ENSG00000224839	44	36	19	61	32
ENSG00000180968	2382	3920	2786	2494	1932
ENSG00000151714	30	30	35	24	29
ENSG00000185302	137	101	178	128	143
ENSG00000203557	884	778	1779	2087	1009
ENSG00000226465	69	64	87	55	65
ENSG00000237445	316	198	103	209	264
ENSG00000123358	90	124	107	151	107
ENSG00000245520	160	208	223	142	336
ENSG00000114972	340	494	431	571	323
ENSG00000235018	3	9	12	3	3
ENSG00000220942	35	47	50	54	54
ENSG00000140805	10496	4623	12609	10038	7271
ENSG00000177244	4	3	1	2	1
ENSG00000236306	22	42	49	12	27
ENSG00000179100	772	1083	453	732	537
ENSG00000138387	6	5	2	3	1
ENSG00000179761	39	39	15	20	23
ENSG00000199538	34	27	27	36	21
ENSG00000240578	2994	2679	4011	3625	2221
ENSG00000212910	12	27	28	18	16
ENSG00000229532	325	615	748	699	637
ENSG00000239345	53	47	46	20	49
ENSG00000114054	140	118	148	179	140
ENSG00000193102	21	16	24	12	33
ENSG00000220860	13	5	9	15	3
ENSG00000163171	76	48	65	68	38
ENSG00000112807	8	17	11	11	16
ENSG00000118323	218	92	73	142	163
ENSG00000142566	164	197	216	156	177
ENSG00000229348	264	163	178	289	241
ENSG00000161525	3422	3509	1930	3106	2313
ENSG00000126784	1923	2645	2402	2053	2303
ENSG00000165052	12	14	19	18	12
ENSG00000192547	51	29	15	14	39
ENSG00000150386	4073	3790	4473	5179	2442
ENSG00000187017	135	76	162	97	180
ENSG00000132966	48	53	67	44	86
ENSG00000223105	1754	1156	1606	1587	1447
ENSG00000203694	24	47	23	40	50
ENSG00000119905	536	640	1272	751	604
ENSG00000205565	69	80	46	66	117
ENSG00000239934	1833	2375	2126	2261	1359
ENSG00000119944	213	84	80	70	87
ENSG00000204528	315	860	518	1105	449
ENSG00000124571	1137	1189	968	1211	1447
ENSG00000214993	3646	2721	5397	2613	4620
ENSG00000213894	30	30	37	23	33
ENSG00000166382	79	63	67	76	64
ENSG00000112778	6	4	14	2	4
ENSG00000144088	5	1	1	6	2
ENSG00000191555	39	68	57	26	59
ENSG00000161626	120	161	225	160	226
ENSG00000103919	1727	1930	1824	1231	1949
ENSG00000247208	66	108	69	69	82
ENSG00000233591	10784	7701	3896	4844	8209
ENSG00000240621	162	289	179	99	130
ENSG00000153480	961	705	1292	650	756
ENSG00000242325	120	135	83	132	105
ENSG00000143028	8	11	9	14	5
ENSG00000130509	6848	2744	2530	3284	3952
ENSG00000104208	106	129	68	57	95
ENSG00000168253	1426	1442	1012	884	1731
ENSG00000240283	41	44	33	54	61
ENSG00000154162	511	903	138	508	404
ENSG00000133022	99	111	66	109	97
ENSG00000225372	90	100	72	74	61
ENSG00000190672	74	102	88	121	102
ENSG00000173875	677	531	421	559	529
ENSG00000227210	7	20	8	20	21
ENSG00000166374	13	14	38	35	10
ENSG00000241219	851	1003	512	590	1505
ENSG00000204672	27	50	36	20	27
ENSG00000141532	325	257	198	243	237
ENSG00000221904	9	17	11	9	13
ENSG00000181376	53	96	131	84	101
ENSG00000161000	1745	1425	1368	1088	1289
ENSG00000104998	94	144	184	111	191
ENSG00000247178	191	239	278	203	368
ENSG00000235595	67	79	41	102	88
ENSG00000125637	91	81	272	206	217
ENSG00000141056	5	1	3	2	4
ENSG00000203143	4	4	3	5	0
ENSG00000157401	185	417	190	246	229
ENSG00000119565	9	6	5	2	3
ENSG00000224435	1545	2572	1988	1570	2110
ENSG00000106937	591	737	519	1237	1210
ENSG00000247931	13	11	18	12	21
ENSG00000114360	2	3	1	1	0
ENSG00000128104	2	1	0	0	0
ENSG00000248053	194	178	237	102	169
ENSG00000240733	66	108	65	124	156
ENSG00000236050	2758	2006	2103	1646	2312
ENSG00000126928	383	457	579	227	581
ENSG00000211538	1862	2374	2101	2716	4011
ENSG00000225566	1236	629	938	598	887
ENSG00000124032	21	14	33	18	26
ENSG00000247060	123	88	87	144	114
ENSG00000137469	42	14	11	37	38
ENSG00000161853	171	87	66	85	146
ENSG00000123099	16	80	55	42	78
ENSG00000190625	70	130	51	32	139
ENSG00000207548	2234	2625	1919	1333	1155
ENSG00000208277	54	24	86	61	72
ENSG00000105375	8	13	19	13	6
ENSG00000199661	27	32	29	22	46
ENSG00000169870	69	41	49	57	61
ENSG00000235928	60	53	40	67	47
ENSG00000166758	92	85	113	125	54
ENSG00000146277	49	32	50	41	54
ENSG00000192139	1473	1494	1165	734	1000
ENSG00000161416	3001	620	931	624	1202
ENSG00000177219	36	34	26	14	32
ENSG00000213624	1676	1064	1029	1191	1105
ENSG00000116311	1959	2462	2232	2490	3221
ENSG00000103187	255	154	164	119	157
ENSG00000194390	21	50	23	44	24
ENSG00000178743	211	203	333	496	246
ENSG00000177680	203	135	137	139	140
ENSG00000140614	167	216	283	388	255
ENSG00000148945	11	16	19	21	15
ENSG00000168242	10117	17849	11948	8749	9688
ENSG00000148061	59	83	64	64	41
ENSG00000170375	787	389	181	517	438
ENSG00000236996	38	57	71	55	32
ENSG00000214266	244	206	183	92	231
ENSG00000131550	3	4	0	3	1
ENSG00000212853	14	7	8	8	9
ENSG00000189533	0	2	0	2	1
ENSG00000213323	663	1204	1037	1935	602
ENSG00000132130	4	9	7	11	9
ENSG00000121131	6	13	4	8	8
ENSG00000124531	932	1865	786	1658	1744
ENSG00000225337	47	43	46	70	38
ENSG00000217555	162	138	191	124	80
ENSG00000183383	1106	1232	2075	1874	1193
ENSG00000161225	463	479	552	380	266
ENSG00000189439	287	150	331	230	309
ENSG00000147418	478	444	392	978	870
ENSG00000239549	0	2	4	2	4
ENSG00000228363	1708	2732	2045	2610	2385
ENSG00000192629	1446	2690	1532	1884	1871
ENSG00000134295	8044	4000	5649	5276	5819
ENSG00000131359	0	5	4	2	0
ENSG00000244503	33	19	20	25	28
ENSG00000157697	42	50	33	53	44
ENSG00000123645	10148	3734	4743	2480	7159
ENSG00000213340	583	498	446	530	376
ENSG00000131911	6356	3385	4702	6601	6475
ENSG00000203927	204	348	422	291	489
ENSG00000230845	65	45	58	35	42
ENSG00000126323	5	11	15	8	10
ENSG00000173914	181	59	53	64	22
ENSG00000188511	5721	2267	2909	864	2694
ENSG00000150978	29	14	32	41	24
ENSG00000209386	2	1	4	3	3
ENSG00000121542	232	483	218	365	182
ENSG00000210365	3333	1786	1954	1296	1663
ENSG00000150751	15872	29027	31388	12325	15057
ENSG00000219025	2241	1777	1396	1380	2055
ENSG00000192648	1185	854	960	748	1033
ENSG00000157175	3	5	4	5	5
ENSG00000130708	66	114	47	88	69
ENSG00000170996	54	45	43	55	83
ENSG00000238414	462	140	266	246	151
ENSG00000240893	25	22	13	22	36
ENSG00000224656	412	626	629	363	738
ENSG00000116169	2219	2803	1888	1873	1402
ENSG00000117362	171	280	303	125	104
ENSG00000144816	87	114	143	67	54
ENSG00000128296	160	241	269	299	303
ENSG00000138577	266	368	462	296	402
ENSG00000117255	1981	821	536	615	828
ENSG00000110341	39	25	31	21	21
ENSG00000124730	7629	2768	2730	2389	3358
ENSG00000218116	228	164	165	160	161
ENSG00000152711	88	73	122	91	143
ENSG00000125097	522	705	567	463	812
ENSG00000202470	32	29	28	70	34
ENSG00000111165	501	920	749	707	647
ENSG00000144782	8099	10670	10181	10261	10706
ENSG00000155864	583	265	359	328	206
ENSG00000182197	147	208	207	177	269
ENSG00000168670	25	49	68	52	63
ENSG00000210785	3368	2704	2519	2588	3888
ENSG00000100618	2071	1632	825	1707	886
ENSG00000130107	6	9	12	6	9
ENSG00000229513	1341	670	804	1169	1864
ENSG00000115568	33	54	26	61	64
ENSG00000105119	29	20	23	8	30
ENSG00000151307	109	80	72	109	68
ENSG00000148240	25	52	28	21	36
ENSG00000117429	1583	995	3057	1391	523
ENSG00000157626	8	19	6	12	8
ENSG00000136441	8	5	15	7	10
ENSG00000247827	28	12	15	20	22
ENSG00000126189	167	70	110	73	100
ENSG00000136900	757	316	410	623	291
ENSG00000161691	12	27	9	14	7
ENSG00000208812	36	61	42	48	27
ENSG00000103413	4	4	4	9	5
ENSG00000146389	121	140	115	119	133
ENSG00000208892	24	23	10	21	6
ENSG00000203668	6622	11541	7144	13470	7329
ENSG00000206893	5526	4970	5286	6563	6548
ENSG00000110907	49	17	16	25	22
ENSG00000246596	216	355	107	83	236
ENSG00000114674	267	384	318	256	537
ENSG00000181484	34	52	26	63	47
ENSG00000122971	55	103	86	61	47
ENSG00000224098	592	555	433	586	461
ENSG00000197320	56	65	59	122	142
ENSG00000100130	92	116	67	40	70
ENSG00000107463	284	152	151	169	136
ENSG00000121340	1298	1016	1059	1811	1874
ENSG00000146575	118	74	81	93	79
ENSG00000226622	176	333	142	172	376
ENSG00000172096	148	170	152	225	271
ENSG00000119148	647	584	573	563	427
ENSG00000177660	129	171	54	92	105
ENSG00000221653	174	31	22	87	36
ENSG00000222752	137	19	43	38	29
ENSG00000219690	436	226	422	158	183
ENSG00000223440	275	180	226	203	142
ENSG00000223426	176	133	44	50	75
ENSG00000239491	188	227	168	186	236
ENSG00000166688	12234	17221	14202	17622	12173
ENSG00000130883	677	451	398	537	987
ENSG00000139982	1	5	4	3	4
ENSG00000238091	1720	2295	1283	2743	1941
ENSG00000158292	315	76	278	210	143
ENSG00000208609	23	4	22	32	23
ENSG00000202073	1600	1986	3082	1499	1588
ENSG00000178634	281	101	71	108	154
ENSG00000104294	1317	1321	1311	680	822
ENSG00000183035	68	53	39	41	26
ENSG00000208787	1002	766	1456	1143	780
ENSG00000194911	97	81	67	106	47
ENSG00000115118	1289	1096	1331	901	565
ENSG00000219926	874	846	477	537	895
ENSG00000174024	14	30	9	15	8
ENSG00000207899	581	406	286	395	213
ENSG00000110732	378	386	325	359	609
ENSG00000227746	108	107	77	158	79
ENSG00000192895	4	4	1	4	4
ENSG00000193185	278	244	265	309	209
ENSG00000144408	60	55	42	62	82
ENSG00000181268	968	2030	1704	1057	1238
ENSG00000140438	8	27	25	20	18
ENSG00000119492	759	1407	1229	544	1200
ENSG00000101972	174	178	259	284	222
ENSG00000209439	15675	21438	17256	40816	25393
ENSG00000232923	15	24	17	10	26
ENSG00000244192	640	531	890	1423	1242
ENSG00000227816	82	53	19	29	57
ENSG00000245474	34	12	8	6	21
ENSG00000122170	1524	2267	1284	933	1557
ENSG00000162385	466	434	447	588	266
ENSG00000150742	930	776	741	1251	1318
ENSG00000216382	6	6	1	9	1
ENSG00000142827	19	12	29	8	11
ENSG00000123396	249	618	358	358	406
ENSG00000167149	29	46	28	10	46
ENSG00000193166	2265	2434	2359	2264	1968
ENSG00000234534	2830	4062	4237	6302	4052
ENSG00000223950	158	87	89	115	78
ENSG00000234949	122	155	135	122	187
ENSG00000191437	195	92	128	96	196
ENSG00000218737	39	87	40	92	78
ENSG00000145532	155	176	202	190	92
ENSG00000108327	52	77	44	134	81
ENSG00000187434	353	391	311	398	228
ENSG00000105844	56	55	80	117	76
ENSG00000156114	58	23	35	82	52
ENSG00000187603	93	89	38	67	95
ENSG00000210769	42	38	44	49	32
ENSG00000249422	211	134	186	105	142
ENSG00000162903	328	534	333	302	431
ENSG00000173235	3936	8501	5483	6297	10580
ENSG00000227654	5	3	3	5	10
ENSG00000240614	7	10	10	5	6
ENSG00000122101	79	165	89	129	118
ENSG00000210537	244	104	137	167	215
ENSG00000187056	164	152	111	174	86
ENSG00000221181	6156	7462	7783	6808	8201
ENSG00000105950	6	2	2	2	5
ENSG00000199234	182	60	145	58	150
ENSG00000170409	16	8	11	14	10
ENSG00000197031	80	40	34	85	52
ENSG00000215576	246	566	263	355	638
ENSG00000164811	21	16	13	4	10
ENSG00000249744	958	879	1494	980	1027
ENSG00000213229	34	23	34	27	9
ENSG00000165279	12	10	19	11	19
ENSG00000238968	2	1	2	7	6
ENSG00000210811	47	56	14	26	49
ENSG00000170670	47	29	39	42	28
ENSG00000196903	968	1121	724	699	1329
ENSG00000136205	7	7	6	4	5
ENSG00000110075	248	221	215	126	115
ENSG00000199002	1249	504	574	732	455
ENSG00000158345	117	73	54	40	75
ENSG00000111438	562	947	1035	370	257
ENSG00000192371	36	37	26	25	32
ENSG00000199063	431	306	204	268	403
ENSG00000125989	79	57	66	81	60
ENSG00000236278	11439	10305	13302	7701	11554
ENSG00000104605	65	113	53	56	41
ENSG00000100896	79	68	71	120	91
ENSG00000182304	501	236	228	256	440
ENSG00000146751	82	50	40	26	26
ENSG00000114002	229	78	69	65	132
ENSG00000100058	510	466	208	245	263
ENSG00000107096	651	449	1018	1170	862
ENSG00000210764	90	31	36	44	61
ENSG00000203631	95	99	144	235	127
ENSG00000144620	81	84	86	87	103
ENSG00000143365	1317	459	568	730	499
ENSG00000183819	651	593	511	779	712
ENSG00000130395	480	358	229	233	508
ENSG00000128405	314	188	202	202	338
ENSG00000218546	4411	4148	6368	7096	5651
ENSG00000176484	31	44	38	20	11
ENSG00000122161	4303	4771	2324	1912	2908
ENSG00000157675	663	331	338	231	490
ENSG00000209127	14	8	4	8	7
ENSG00000139909	221	260	152	181	223
ENSG00000163709	8	11	4	10	13
ENSG00000122920	155	125	97	96	131
ENSG00000206821	0	4	3	2	3
ENSG00000205035	585	478	761	284	490
ENSG00000235276	31	28	34	32	45
ENSG00000194935	3155	4605	3240	3407	1074
ENSG00000152039	37	60	31	35	51
ENSG00000193767	109	199	124	101	244
ENSG00000162783	13	13	12	3	16
ENSG00000248795	113	71	98	95	159
ENSG00000160234	165	140	136	220	243
ENSG00000135578	299	525	404	445	537
ENSG00000232004	19700	23379	21030	16983	22665
ENSG00000134379	2355	2854	2517	2952	3476
ENSG00000157980	434	702	706	610	1010
ENSG00000213228	39	72	105	51	81
ENSG00000111457	34	80	121	58	73
ENSG00000240666	93	43	132	144	40
ENSG00000131264	29	14	19	42	29
ENSG00000156259	781	864	598	431	503
ENSG00000184307	127	135	79	73	143
ENSG00000206695	481	455	481	659	371
ENSG00000160452	270	93	59	76	61
ENSG00000205659	461	326	429	232	335
ENSG00000218149	3027	4944	3040	3395	5510
ENSG00000110380	393	255	267	519	203
ENSG00000186180	809	963	666	1247	1296
ENSG00000161201	15	33	28	35	15
ENSG00000155034	96	102	116	143	97
ENSG00000177459	112	86	38	75	39
ENSG00000143349	713	389	324	333	369
ENSG00000195053	335	464	346	313	253
ENSG00000175411	34	42	41	52	49
ENSG00000120384	291	473	445	236	237
ENSG00000120260	140	281	133	233	184
ENSG00000225005	12	9	12	5	5
ENSG00000159540	104	132	117	91	42
ENSG00000122128	2312	1492	1818	2853	1765
ENSG00000166866	20	20	15	37	43
ENSG00000244431	986	1020	2377	2584	1108
ENSG00000185925	686	504	709	447	571
ENSG00000233456	273	83	270	102	251
ENSG00000172055	508	316	381	533	274
ENSG00000153235	25	32	18	26	29
ENSG00000150823	719	420	620	934	720
ENSG00000240287	7	8	10	11	15
ENSG00000141320	10	13	24	9	16
ENSG00000104424	349	370	385	694	426
ENSG00000219718	46	19	16	10	14
ENSG00000139837	10768	13827	12304	8746	9856
