	SRR6200001	SRR6200002	SRR6200003	SRR6200004	SRR6200005	SRR6200006	SRR6200007	SRR6200008	SRR6200009	SRR6200010	SRR6200011	SRR6200012
ENSG00000208710	488	678	612	571	667	283	490	516	486	550	990	696
ENSG00000158858	12	9	8	8	8	24	4	12	13	18	14	13
ENSG00000230419	6	13	22	17	8	13	8	14	2	10	8	15
ENSG00000180815	38	52	37	44	25	37	30	50	25	48	16	62
ENSG00000153214	197	240	196	267	165	228	232	135	284	254	229	258
ENSG00000243259	871	707	585	1066	1233	614	914	793	912	703	483	1618
ENSG00000231306	329	129	300	220	113	251	153	156	219	339	172	373
ENSG00000196318	1122	970	1763	1299	1555	1612	693	1767	1775	2167	1149	1416
ENSG00000211713	77	90	69	54	95	46	36	30	32	53	42	65
ENSG00000132988	7	7	7	1	7	12	10	9	6	10	6	14
ENSG00000179882	141	247	250	155	103	196	165	231	80	183	141	236
ENSG00000155161	72	156	122	130	533	335	660	573	267	338	219	269
ENSG00000145724	14	7	9	11	12	16	9	10	10	13	10	7
ENSG00000181201	1600	1625	2447	1503	801	1267	1618	1620	885	888	1891	1434
ENSG00000133252	16	20	21	24	13	21	16	26	15	25	26	24
ENSG00000245908	30	29	36	46	43	25	32	25	68	23	48	48
ENSG00000197875	258	275	223	344	393	262	244	314	306	227	228	191
ENSG00000129235	10	17	27	15	24	16	8	30	43	9	23	24
ENSG00000247192	673	1064	641	715	475	637	515	599	409	438	550	762
ENSG00000213426	217	426	621	248	335	202	272	344	401	153	324	430
ENSG00000217585	479	283	540	257	318	262	489	320	357	486	372	440
ENSG00000140285	135	145	166	83	162	131	104	64	122	196	138	189
ENSG00000112080	56	16	31	27	74	36	103	27	86	78	64	48
ENSG00000121505	47	45	24	44	19	39	66	22	29	33	29	27
ENSG00000196692	396	258	412	167	361	229	517	219	213	363	532	328
ENSG00000150184	1920	2926	2901	2307	3431	2377	2868	3678	3542	5173	1713	1221
ENSG00000188556	989	1164	886	362	1015	565	1085	743	1370	721	742	444
ENSG00000118775	473	275	493	344	160	190	238	431	240	368	395	639
ENSG00000214665	1086	1052	1276	1639	7739	5093	6793	5151	2678	2510	2014	1835
ENSG00000218325	4178	1819	3786	2983	3483	2729	2471	2817	3255	2796	2507	2022
ENSG00000174551	19	8	13	16	7	8	17	12	15	17	22	15
ENSG00000155221	201	249	180	115	193	167	199	144	180	156	231	73
ENSG00000120267	1247	2049	2945	1471	2646	2066	2969	1415	3492	2681	1697	2018
ENSG00000159810	24	52	41	30	65	14	39	17	41	41	44	21
ENSG00000227569	44	73	95	54	60	100	64	89	57	85	93	68
ENSG00000150298	761	753	267	410	1166	552	807	602	748	460	554	735
ENSG00000243058	249	125	65	92	155	100	93	168	99	140	62	65
ENSG00000131524	2479	1993	1552	3407	1386	2906	2317	1315	1063	2327	1564	1662
ENSG00000201781	138	98	92	76	108	145	100	59	97	117	71	80
ENSG00000205542	669	433	700	628	3683	3158	3081	2566	1112	1854	1220	1226
ENSG00000174909	42219	41894	29344	30093	41088	17696	25180	31511	32187	23439	29299	48472
ENSG00000206391	2701	3136	1896	980	1230	2461	1937	2145	1191	1228	2405	2541
ENSG00000156418	19	4	16	14	10	2	5	11	17	9	18	12
ENSG00000243846	37	32	44	32	85	103	110	87	45	40	44	41
ENSG00000115564	38	19	42	21	25	21	13	30	21	29	13	36
ENSG00000199407	119	60	160	212	140	92	92	149	87	117	242	113
ENSG00000241908	7	4	5	7	50	25	37	44	24	20	16	18
ENSG00000106379	778	635	373	559	1141	205	587	509	892	556	672	669
ENSG00000233127	5640	5920	3906	6310	6655	2915	9115	5362	4962	6768	3463	5259
ENSG00000176757	3070	5745	2193	4090	5942	2272	3031	2619	2338	4402	5842	6797
ENSG00000152964	40	37	44	23	68	30	30	21	26	17	48	46
ENSG00000225496	49	128	117	112	73	123	78	77	124	70	47	85
ENSG00000132519	76	126	111	61	116	74	41	88	50	80	151	64
ENSG00000117931	21	27	19	18	22	31	29	42	14	32	24	45
ENSG00000129173	9112	6553	4649	5805	3305	9166	8168	6133	2882	3457	3737	4735
ENSG00000126276	40	27	54	37	55	35	40	16	44	67	37	35
ENSG00000212356	13	8	18	20	11	21	25	17	18	27	15	16
ENSG00000125354	411	158	206	401	361	539	404	387	279	273	438	295
ENSG00000126573	248	348	369	347	251	306	720	437	364	294	308	364
ENSG00000194627	2383	2461	1931	4106	3740	2792	2505	3507	3909	3312	2476	3854
ENSG00000189698	1893	4262	2629	5058	3665	2594	3641	2148	3484	2090	3734	5804
ENSG00000218254	79	158	117	75	143	86	93	62	156	138	68	131
ENSG00000180110	4	1	1	1	14	1	4	6	6	3	4	1
ENSG00000118818	1054	629	537	620	392	729	537	820	795	1062	672	433
ENSG00000180557	1150	515	1282	978	661	853	1285	920	716	486	509	688
ENSG00000185844	8315	5643	11308	10481	4645	8051	6605	7067	10876	6831	4222	10168
ENSG00000213741	12	3	13	4	5	1	11	1	11	6	4	3
ENSG00000208467	28	23	21	14	12	5	31	10	7	29	18	18
ENSG00000116068	5093	3245	5562	3403	2113	6195	6226	3688	3680	2595	4242	5515
ENSG00000189672	4990	2385	4889	3691	3603	5921	3494	4505	2386	3926	2958	7527
ENSG00000117024	1365	2723	3440	2697	1440	2073	2099	1927	1885	2058	1432	2010
ENSG00000109479	150	166	170	119	212	226	173	108	176	177	103	258
ENSG00000201197	1935	2218	2497	1712	1365	3455	2392	1531	2499	1669	2077	2646
ENSG00000117096	28	71	61	36	75	44	72	29	55	42	45	43
ENSG00000229569	14	4	16	10	10	11	15	12	7	16	14	11
ENSG00000132723	154	196	169	118	201	128	131	155	153	201	93	135
ENSG00000181347	145	125	161	210	238	173	321	217	191	182	209	299
ENSG00000128290	1856	447	787	1180	747	1380	702	994	505	1173	1017	646
ENSG00000219751	1361	1842	1905	666	863	938	1711	2124	598	1086	1429	1196
ENSG00000236824	5	5	1	4	4	4	3	4	1	4	2	3
ENSG00000247383	203	96	376	190	253	543	260	181	237	518	230	208
ENSG00000124430	395	513	471	301	531	335	466	335	246	357	291	537
ENSG00000196082	20	4	7	11	6	4	3	5	20	3	25	6
ENSG00000109779	213	65	70	68	58	56	69	124	48	58	64	61
ENSG00000131395	100	182	273	166	118	211	130	209	124	246	210	74
ENSG00000148038	339	314	209	471	372	338	376	485	300	258	377	212
ENSG00000188565	25	31	37	14	46	21	40	45	35	12	16	21
ENSG00000135865	67	45	32	50	49	53	37	31	41	39	25	32
ENSG00000109053	9	22	29	12	7	20	17	19	17	17	2	11
ENSG00000221504	256	524	338	306	267	311	206	433	685	481	223	260
ENSG00000159125	73	90	83	79	109	105	69	96	77	51	62	72
ENSG00000105071	39	32	37	14	292	175	274	140	184	69	90	94
ENSG00000113547	480	529	474	457	307	862	832	483	689	503	522	492
ENSG00000192004	142	125	121	49	56	131	107	128	145	67	84	106
ENSG00000105024	14	11	10	12	20	13	22	11	13	19	19	11
ENSG00000234691	2647	1031	1479	2197	1008	1378	1219	1037	964	1294	951	1606
ENSG00000223106	625	1357	1061	1072	841	1828	1147	695	1315	1312	956	730
ENSG00000163044	402	404	456	309	342	519	360	320	379	320	328	313
ENSG00000149936	10	10	12	14	15	30	24	17	25	19	30	11
ENSG00000123535	2007	1782	1119	1513	1430	1342	332	1630	1195	987	892	1874
ENSG00000215427	41	21	58	29	150	145	147	202	178	67	82	60
ENSG00000223641	3	2	1	4	3	3	3	2	3	1	3	2
ENSG00000212965	157	71	117	158	159	49	132	199	116	106	112	108
ENSG00000223866	6822	5991	5469	6693	5614	3799	7926	3614	5158	4300	2111	6956
ENSG00000146414	51	39	37	62	100	72	56	56	72	48	27	46
ENSG00000218910	729	339	513	357	501	370	339	681	588	484	493	398
ENSG00000128350	2551	2055	3812	3494	7958	9624	10194	8468	4934	7337	4975	6633
ENSG00000212381	190	365	143	252	115	143	299	136	257	261	288	186
ENSG00000134536	75	65	70	72	84	155	84	37	60	89	56	38
ENSG00000109215	79	78	108	126	186	123	199	117	123	96	110	105
ENSG00000189021	886	443	551	390	521	427	455	379	542	283	305	796
ENSG00000198544	51	39	39	26	53	43	53	43	38	53	46	46
ENSG00000218101	208	290	161	436	332	330	348	234	403	272	403	262
ENSG00000232426	511	670	446	394	223	554	369	317	613	454	348	762
ENSG00000157629	72	83	69	63	70	63	68	77	48	74	83	50
ENSG00000129672	948	513	660	554	763	535	358	729	514	410	441	450
ENSG00000209891	286	349	243	279	473	356	414	450	306	503	361	318
ENSG00000223250	119	68	74	105	107	71	112	58	47	66	104	168
ENSG00000195241	169	119	128	87	121	87	139	92	108	99	79	103
ENSG00000145954	136	212	196	259	206	135	142	322	166	141	103	265
ENSG00000220739	106	144	98	145	97	87	119	163	149	112	116	85
ENSG00000104396	81	75	86	146	82	71	60	84	65	104	121	92
ENSG00000212664	22	23	17	19	84	103	60	72	43	33	41	31
ENSG00000237162	210	241	313	144	230	192	141	148	103	157	182	266
ENSG00000210492	881	668	980	595	446	617	460	855	540	414	582	492
ENSG00000228659	701	997	655	724	1640	1955	1834	2306	1401	953	1342	1070
ENSG00000138742	54	26	39	26	18	43	27	13	11	29	34	27
ENSG00000129291	566	635	588	418	518	331	427	591	424	484	438	459
ENSG00000161878	294	571	218	788	535	468	396	353	463	802	400	664
ENSG00000212606	19	31	31	22	31	40	40	15	23	17	26	26
ENSG00000134492	182	528	499	355	642	548	296	411	190	381	637	509
ENSG00000100886	66	60	78	213	132	93	92	69	143	72	79	73
ENSG00000163930	65	63	50	37	51	120	102	51	77	44	71	55
ENSG00000109308	192	350	283	265	180	163	202	171	205	230	288	371
ENSG00000124856	84	119	103	120	89	101	115	101	137	154	163	81
ENSG00000185656	1	0	0	2	3	2	1	2	1	2	0	5
ENSG00000111042	307	264	216	199	136	227	320	138	243	154	240	246
ENSG00000213957	28	17	21	16	13	23	13	22	17	32	11	17
ENSG00000249718	33	123	99	142	54	92	97	149	143	135	92	246
ENSG00000150955	527	619	466	1052	896	726	603	649	426	631	438	572
ENSG00000213784	114	85	90	107	400	347	359	398	245	125	342	120
ENSG00000228823	65	56	40	81	67	62	54	46	40	68	59	57
ENSG00000174027	239	204	201	208	159	167	178	129	338	227	121	203
ENSG00000206207	313	431	524	308	452	920	455	209	337	344	311	339
ENSG00000188975	29	47	49	38	16	47	27	18	39	19	20	17
ENSG00000142245	69	31	32	60	24	36	34	35	35	57	26	36
ENSG00000136380	192	491	416	338	300	516	276	348	359	520	390	422
ENSG00000185433	1780	3947	4584	4121	3068	3540	3601	4000	7652	3776	4470	3443
ENSG00000150011	115	145	156	114	97	129	192	201	222	159	184	185
ENSG00000239047	192	509	933	665	783	1110	804	1155	749	727	747	903
ENSG00000198856	16	35	23	27	53	40	23	41	37	30	48	22
ENSG00000237999	85	114	95	151	175	136	214	79	130	171	108	99
ENSG00000233940	216	180	165	220	93	301	164	171	168	131	215	110
ENSG00000215287	20	10	9	12	5	21	5	28	11	12	19	11
ENSG00000155088	211	172	198	141	161	141	171	295	122	170	211	224
ENSG00000110723	97	132	70	56	110	129	148	92	69	159	138	96
ENSG00000236344	2	2	2	1	4	2	1	1	1	0	0	2
ENSG00000196574	168	157	94	140	218	180	104	173	69	147	53	61
ENSG00000228063	228	257	325	375	149	309	235	213	375	293	222	305
ENSG00000107656	251	318	330	358	87	177	153	172	310	250	167	254
ENSG00000141082	419	198	142	348	295	224	432	326	297	229	410	395
ENSG00000231427	10	18	16	18	16	15	16	9	19	15	5	8
ENSG00000157628	32	22	29	30	108	143	173	97	85	64	58	103
ENSG00000141878	79	66	96	84	105	109	54	110	84	59	67	146
ENSG00000172723	29	23	7	39	19	24	38	20	17	16	30	26
ENSG00000195787	45	75	55	48	17	46	52	54	45	62	58	68
ENSG00000100267	951	2190	949	2736	1215	1555	986	1728	1249	1407	1168	1998
ENSG00000176881	22	15	35	18	31	28	37	33	41	22	36	22
ENSG00000134758	66	80	97	89	71	70	93	47	30	40	94	110
ENSG00000234505	4364	4167	7630	4455	6282	4763	3465	8300	3552	6928	5714	4324
ENSG00000245768	174	98	60	167	111	144	140	165	94	123	40	126
ENSG00000185294	24	8	15	14	7	10	9	7	17	16	1	21
ENSG00000233133	139	197	388	287	233	354	328	222	183	177	176	169
ENSG00000200460	221	179	106	170	271	159	195	274	247	243	154	248
ENSG00000138949	100	153	213	183	730	612	567	1409	267	469	238	382
ENSG00000225951	5	4	14	2	4	4	7	1	2	6	5	4
ENSG00000124243	126	200	238	263	172	186	199	302	301	308	234	307
ENSG00000191040	289	270	179	357	303	340	290	258	308	189	235	161
ENSG00000235432	10427	7841	8992	7231	9160	9316	8292	9640	11158	8167	10355	6550
ENSG00000156648	669	694	1045	775	442	409	589	751	533	782	890	872
ENSG00000234535	77	41	54	38	97	60	66	40	47	73	87	45
ENSG00000247682	270	269	148	372	180	151	222	209	223	278	318	337
ENSG00000116416	558	715	1029	249	578	548	1196	538	362	394	618	868
ENSG00000215283	66	146	150	170	100	166	63	198	128	149	149	131
ENSG00000249396	139	168	190	225	67	162	204	88	140	105	201	229
ENSG00000240910	3246	1962	2130	3251	2884	2586	2907	2189	3147	1721	2679	1405
ENSG00000143425	491	484	502	205	541	595	398	385	573	569	607	584
ENSG00000149474	634	303	375	594	725	324	343	488	463	319	461	612
ENSG00000158568	34	35	35	37	95	84	107	95	41	47	32	81
ENSG00000200511	399	316	543	334	666	288	213	489	405	466	382	539
ENSG00000172975	7	1	5	5	5	5	12	1	4	0	4	3
ENSG00000153815	2063	2860	2415	1700	1551	1785	1131	2080	2624	1596	1787	1838
ENSG00000211651	78	50	72	29	111	55	56	40	104	143	63	73
ENSG00000158066	368	526	793	594	475	448	486	477	666	563	600	682
ENSG00000241823	1424	2122	2272	3597	2643	3000	2308	2779	3024	1499	2193	2836
ENSG00000209590	28	32	23	19	12	16	27	22	20	11	28	21
ENSG00000245349	666	937	2159	1514	6513	8065	7167	2927	5121	5278	1842	5969
ENSG00000199915	473	205	272	300	359	203	286	160	473	289	195	196
ENSG00000180086	2099	2244	1229	2534	1882	2080	2079	1673	406	1802	1072	1408
ENSG00000210338	51	46	147	84	124	123	70	139	92	59	82	105
ENSG00000235853	33	35	33	98	46	31	45	54	9	72	53	30
ENSG00000103588	3146	3920	1729	2746	2306	1322	2260	2461	2082	3744	2341	3100
ENSG00000127827	608	560	408	328	452	577	387	331	385	534	592	224
ENSG00000189098	219	350	211	215	194	125	151	185	100	330	273	184
ENSG00000146866	14	19	26	18	23	16	24	25	14	19	17	28
ENSG00000128950	2904	2952	2664	2438	3750	1277	2350	2717	3593	2800	2470	2039
ENSG00000208334	110	70	76	97	75	109	141	99	71	81	86	53
ENSG00000245291	60	134	80	208	80	123	175	100	93	148	163	129
ENSG00000205552	49	59	41	59	53	76	46	39	43	70	40	30
ENSG00000173607	233	192	291	179	215	107	196	193	235	103	219	148
ENSG00000216992	588	793	448	637	514	605	815	707	713	591	590	665
ENSG00000118496	103	210	131	79	94	150	217	82	110	178	159	184
ENSG00000153565	110	179	160	223	108	131	107	109	102	125	186	142
ENSG00000206863	119	50	85	45	24	36	58	29	39	46	85	73
ENSG00000139804	3321	3233	4367	2745	3768	3713	5197	2306	2102	6569	2239	3239
ENSG00000152471	7018	3194	1386	6549	6064	6587	7695	3270	5079	3689	3806	5521
ENSG00000213476	81	101	158	93	62	97	145	101	57	92	167	54
ENSG00000136546	27	43	39	61	25	23	23	33	29	45	38	29
ENSG00000180420	203	123	361	312	251	322	405	278	249	236	307	321
ENSG00000231490	10	14	8	12	4	10	8	6	13	7	7	14
ENSG00000171197	341	281	325	369	310	492	372	371	447	344	233	268
ENSG00000192590	396	183	336	383	224	346	384	215	459	217	189	325
ENSG00000220437	224	254	190	298	266	243	255	295	259	346	206	194
ENSG00000214612	5918	4180	3420	5158	3704	3017	3435	3810	3444	4339	2616	4545
ENSG00000217188	4943	4684	8623	6931	7429	5059	2884	7436	6962	7152	5707	5964
ENSG00000198072	587	564	465	430	606	519	382	315	376	446	385	632
ENSG00000164701	77	69	74	77	47	81	59	95	59	52	64	102
ENSG00000130049	1210	1461	1247	1255	1859	2214	1472	1765	673	640	1365	1275
ENSG00000167201	796	2207	1746	2617	1995	2459	915	903	1026	2152	1820	2131
ENSG00000181396	29	20	11	18	14	21	15	17	12	19	16	11
ENSG00000210503	30	63	36	10	208	175	315	153	78	43	131	62
ENSG00000150028	104	129	70	99	85	96	126	191	178	105	86	60
ENSG00000122996	5	7	10	9	10	4	11	3	6	7	3	2
ENSG00000130682	10	14	18	14	15	15	12	17	17	26	22	18
ENSG00000105012	3449	5316	4919	3483	4834	4555	5858	4374	3085	4621	3740	4526
ENSG00000132121	18	10	5	5	10	11	16	14	6	22	14	10
ENSG00000244484	1133	1140	1087	1610	1067	1176	681	427	1230	873	949	522
ENSG00000194746	46	31	26	39	44	27	42	46	35	17	49	27
ENSG00000144013	1593	942	597	1441	1022	529	1743	879	1084	1156	1188	2025
ENSG00000116515	572	290	197	371	227	265	373	322	312	172	428	421
ENSG00000163639	725	441	1154	980	1676	1910	1598	874	1097	1210	1021	1527
ENSG00000140092	14	7	4	7	12	7	2	19	9	11	6	12
ENSG00000112987	281	422	255	256	391	283	178	366	386	400	354	267
ENSG00000236902	82	69	28	60	47	49	61	89	82	61	30	51
ENSG00000216138	921	650	663	593	741	1103	1640	600	1080	741	1044	1267
ENSG00000186119	462	775	873	771	668	560	947	631	1045	654	805	545
ENSG00000112674	206	275	325	216	349	187	337	255	308	254	259	199
ENSG00000164898	128	101	197	142	70	151	191	149	124	104	143	191
ENSG00000116924	207	242	181	176	123	132	210	119	225	186	139	304
ENSG00000236621	266	275	321	396	264	479	328	151	426	268	321	431
ENSG00000147049	138	78	46	67	59	74	28	70	69	111	52	120
ENSG00000170829	100	70	72	82	83	80	116	41	74	41	52	85
ENSG00000184319	38	59	51	47	61	54	62	80	34	40	53	59
ENSG00000170434	29	11	17	23	36	13	18	18	17	29	19	26
ENSG00000170833	1807	1430	2166	1389	1257	1331	1837	1437	1314	1050	2056	1560
ENSG00000225800	12	20	4	10	29	61	21	18	24	19	26	27
ENSG00000229589	1555	2282	3372	1720	3721	2377	3055	2617	3140	3050	2914	2991
ENSG00000115453	550	1033	933	561	266	1349	631	585	795	755	773	576
ENSG00000123616	2	4	3	3	6	4	7	9	13	4	4	2
ENSG00000208832	1	9	4	4	5	5	1	4	1	1	6	3
ENSG00000166644	168	125	71	82	594	556	798	1284	396	577	325	357
ENSG00000231287	10	33	14	23	24	17	15	17	29	20	14	19
ENSG00000122077	284	311	235	263	240	189	131	257	224	437	213	141
ENSG00000191563	888	1269	634	1276	733	1276	764	861	972	637	1317	963
ENSG00000100942	374	313	310	284	160	255	218	203	412	324	372	405
ENSG00000242871	123	81	131	95	109	104	77	111	135	101	138	188
ENSG00000141106	225	84	80	139	106	116	97	108	70	123	168	89
ENSG00000169791	4117	4755	3668	3001	4153	3470	3925	1436	2171	3023	2477	5075
ENSG00000218253	105	88	39	52	94	85	88	77	80	40	45	78
ENSG00000118618	3713	5742	3448	5105	7865	5614	4523	4929	4993	3707	6323	5068
ENSG00000124460	10612	8673	6246	14180	11250	12424	13576	7630	12021	12437	7101	8549
ENSG00000203573	58	70	75	81	82	49	94	74	103	81	74	157
ENSG00000223551	170	292	145	357	160	441	263	408	490	241	283	216
ENSG00000101944	4673	3886	3772	5130	4096	10272	4718	6894	6916	3764	4952	6153
ENSG00000165389	42	56	51	44	39	48	62	39	61	54	48	46
ENSG00000171541	357	371	282	241	302	407	468	259	314	365	543	536
ENSG00000200834	674	1825	1343	1105	1744	1878	1229	1315	1349	851	1803	2158
ENSG00000209120	18	19	40	37	12	19	32	28	22	38	32	20
ENSG00000173236	356	280	438	358	429	436	426	168	379	383	250	912
ENSG00000249379	211	265	424	278	255	379	245	399	174	419	132	331
ENSG00000161549	56	40	71	47	99	608	163	322	94	170	119	69
ENSG00000246043	4454	4011	2697	3852	2651	3296	6577	2142	4090	4641	2307	4327
ENSG00000174929	171	158	132	142	193	116	92	141	78	125	141	156
ENSG00000232624	18464	10250	13721	15246	24573	11498	25813	16503	15591	28804	11594	19169
ENSG00000215825	578	563	522	558	4132	3644	1585	2390	1260	1584	1443	1513
ENSG00000156566	32	59	33	56	58	58	51	51	80	70	115	33
ENSG00000227274	290	413	417	254	461	251	241	422	270	294	272	322
ENSG00000138159	53	20	68	35	141	155	102	155	104	52	125	154
ENSG00000199554	1273	913	508	1222	1308	740	462	1125	843	1170	787	1119
ENSG00000221781	1092	902	941	1284	636	499	669	885	1013	897	406	685
ENSG00000181786	17	13	19	15	89	66	94	103	34	50	17	48
ENSG00000206697	159	94	96	138	88	110	66	83	89	139	86	85
ENSG00000228551	414	435	338	281	2644	1074	1392	2204	982	995	1244	1133
ENSG00000200165	183	170	121	303	241	119	186	188	298	200	285	110
ENSG00000101878	39	32	31	19	31	28	13	42	26	23	24	22
ENSG00000201410	1838	1638	1837	2091	787	1376	2136	2623	1777	877	1247	1433
ENSG00000205259	2630	2189	1823	2771	1922	4179	2265	3049	3046	3076	3446	3848
ENSG00000236387	9	11	13	13	3	13	22	9	11	9	7	17
ENSG00000115111	3698	2635	2955	3768	3297	2877	4507	4464	3260	3415	4121	2574
ENSG00000241047	5	3	2	1	3	4	2	4	3	5	5	3
ENSG00000206295	96	51	142	181	857	639	583	668	209	259	316	274
ENSG00000120777	67	64	50	30	50	62	50	46	40	102	28	52
ENSG00000137201	46	70	94	63	39	88	61	94	80	65	40	30
ENSG00000113465	460	205	180	409	1484	1658	930	658	509	498	361	581
ENSG00000229085	26	17	14	15	15	21	8	20	32	10	30	21
ENSG00000174734	147	91	163	124	164	108	149	219	122	147	126	238
ENSG00000218082	5391	4858	4514	2693	13214	20715	38820	13456	4975	11075	15302	7423
ENSG00000172391	607	325	626	318	661	314	529	519	484	493	440	362
ENSG00000230046	3474	2762	3676	3600	13085	5621	10131	13096	4342	5917	6792	7680
ENSG00000129781	653	1030	1501	1488	965	769	500	693	533	1587	996	858
ENSG00000247143	8	0	6	7	8	11	9	15	8	16	2	5
ENSG00000162550	3449	3761	3040	5131	33365	26450	22382	36416	15140	15356	7543	11783
ENSG00000100651	818	1119	1744	718	1215	448	529	1591	1112	1129	878	1009
ENSG00000108228	761	607	889	914	403	547	441	1006	850	632	777	704
ENSG00000216309	89	97	78	95	104	102	74	91	99	105	90	147
ENSG00000221766	39	68	97	120	72	112	93	61	55	62	74	51
ENSG00000153750	21	13	29	22	23	18	26	12	40	19	53	46
ENSG00000185736	197	61	139	64	95	137	177	187	272	78	96	121
ENSG00000113693	231	183	274	302	207	184	357	231	149	239	263	299
ENSG00000178098	133	150	169	220	147	217	126	128	106	106	133	229
ENSG00000155368	104	78	154	42	124	160	135	107	150	99	65	190
ENSG00000153878	5	1	9	6	3	4	2	3	5	4	1	5
ENSG00000122726	44	35	53	32	31	47	38	46	70	36	24	63
ENSG00000123395	30	89	39	35	170	131	142	200	55	124	55	58
ENSG00000173259	382	539	220	437	944	1089	1439	1332	1261	697	365	564
ENSG00000208699	86	92	108	95	68	83	32	69	72	85	71	80
ENSG00000190955	71	99	91	90	122	118	70	113	70	100	51	85
ENSG00000240525	68	167	360	103	862	922	808	921	245	602	414	298
ENSG00000234099	38	83	70	61	60	73	86	52	36	40	73	43
ENSG00000195045	129	116	47	84	101	160	97	83	80	54	82	71
ENSG00000189656	2093	1560	995	1007	1309	1102	2882	915	1066	1261	1271	1295
ENSG00000175511	102	110	99	186	157	179	129	79	134	92	145	91
ENSG00000238787	36	36	19	33	43	29	25	36	22	13	15	38
ENSG00000105381	381	608	763	737	581	326	889	382	574	421	412	815
ENSG00000159043	723	722	1050	850	950	743	872	473	983	599	685	937
ENSG00000240205	553	769	215	478	527	558	789	437	749	626	489	842
ENSG00000241463	17	16	22	9	20	15	20	6	18	23	20	22
ENSG00000235761	836	1538	1038	946	1420	933	900	1153	833	1995	1277	828
ENSG00000117841	265	344	181	148	150	183	176	197	193	169	184	218
ENSG00000163488	215	199	175	219	334	191	191	149	175	150	178	219
ENSG00000143158	86	207	248	241	217	109	255	105	116	130	188	321
ENSG00000193613	517	339	301	454	344	386	585	391	371	430	410	583
ENSG00000165882	316	718	441	527	479	461	632	474	481	547	748	308
ENSG00000179887	1282	2089	1719	4461	14524	14234	11074	13408	2918	6194	6115	6774
ENSG00000235297	183	370	305	407	1198	1122	1026	1196	576	966	708	525
ENSG00000153115	98	180	185	183	139	157	152	122	163	120	130	120
